gauge_id,NSE,KGE,r,alpha,beta,RMSE,delta
11538,0.791002639620036,0.6664469738717751,0.9008021867021564,1.3165375643264585,0.9650516746253044,0.7185066741621932,-57.90995689697126
70597,0.13805819732531788,0.3532946979843612,0.46669850753673237,1.347929756821454,1.1129696866852063,1.8934153028176754,-104.37898950532977
10042,0.7642270545848344,0.8373338685984086,0.892679037477644,0.9740721696344937,1.1194580634405746,0.45947847998343855,11.691345916446092
75210,0.675360506668989,0.7362591249418864,0.8232848327957051,1.1901977684885794,0.953569323520518,0.7558097044832212,-39.94841107173607
76494,0.7023136662008902,0.6508094587264424,0.8466637512347219,1.2820286798655216,1.1374112537706578,0.48001291922515077,-5.544828527934305
1151,0.6080375105659308,0.665659323692934,0.7889904456292323,1.192217106662195,0.8258987659316261,0.7331885364145426,-378.80813806259636
70609,0.3462649623236883,0.5278355283425293,0.6168493811111555,1.268742501484278,1.0625488563975938,0.766351605305426,-26.41740323499574
76646,0.44107271754760546,0.6248622479622911,0.7354353404542627,0.9998941453690369,1.265958385312723,0.37338064658301656,27.1765579130453
70147,0.08895641921535091,0.5425159470054179,0.5570931855597547,0.9796184735621704,0.8872622252889134,1.3432374614461298,-110.56371425633372
76417,0.47185793119109454,0.1379638425154509,0.7931675256288301,1.6833226230226352,1.4831116405363165,0.42109635535563306,25.331010736840355
8188,-1.7525895406284833,0.36149688432528404,0.7071248635251376,0.6546894313560508,0.5498100463760405,0.15221587849550844,-116.39946146753438
10048,0.4895264463117791,0.69928833720782,0.723035059887792,1.1112567967231153,1.036603978892878,0.6026538036610515,-20.968747118660428
5403,0.5901391480479907,0.0580322695772858,0.8563828582196495,1.857014413905045,1.3635981519528861,1.5690510227394139,-0.7488790901598779
70250,0.5359968691943927,0.7389393046050403,0.7955117419074598,0.9111561650479921,1.1358087330527715,1.1685318209290199,-5.417654959517061
7185,0.6449110735964969,0.6881603628312145,0.9145102417359565,0.7568677846209415,0.8244375142965151,0.2074907580970696,-123.93874173424055
8230,0.6186955247607818,-0.04706394563451011,0.905917180382543,1.9212845620013874,1.4885960346937428,1.892301850438188,-1.9175569720711896
2229,0.5049138374388875,0.3314020802638079,0.786937031441532,1.509654359923909,1.376669328609548,2.982066274014467,4.018854401619382
3135,0.37241907058276813,0.44606152977685787,0.7432239986752472,1.0112371444418047,1.4907011723254995,0.5593136781548411,44.657146434833905
77193,0.297314173954664,-0.12487406097894094,0.5483434169686603,2.030051154523148,1.018509541680946,0.4253929038316797,-12.207570736924312
72566,0.43590478243061404,-0.39481664358847346,0.7582483756590991,2.3485336714007023,1.2617757789760027,0.7364907630261497,-87.64072119845375
10394,-0.024430030896558597,0.5605327438804363,0.6004680159869488,0.819874215621484,0.967436757626466,0.3442995675955023,-37.15669242665756
4036,0.43871626411711795,0.5025970149820222,0.6956646931283963,1.2680981494988457,1.287946406005451,0.8227595670376481,-4.303357924488583
11379,0.11622930365768691,-0.6125930143561655,0.3802581770301831,2.3868356703425517,1.5413530514164282,0.3355011783583689,-276.409390537665
10400,0.451811216027024,0.3356579920974363,0.7140245877137503,1.3681109013035224,1.4733526501174656,0.463959194517007,24.366329772322413
82060,0.49958829481418676,0.26656340018379265,0.7179572112725349,1.676577944385763,0.9750320916468864,2.267656477448094,-41.79400369997777
4173,0.4564646897859832,0.5398501093523208,0.6865290469547692,1.310282002967117,0.8688551865505162,1.7029508671464313,-102.71183980468763
70248,0.6941337921541206,0.7795037466364463,0.8363571163045515,1.1225937454978259,1.0825250139534475,1.0811897285161645,-16.872034274838818
78130,-1.5473301525915244,0.2502728121412341,0.4479726144021053,0.5856117492625639,0.7073585821942934,0.1456372661995417,-69.36256296415867
9343,0.2821803527012139,0.46108011060502807,0.7022014476153241,1.2790162245879524,0.6480048071354304,0.9169047009941352,-190.146400190728
48029,0.19531935835881553,-0.2808925465781358,0.49644913308617117,2.175270248847134,0.9234357623655179,0.2744467063624448,-24.88828049844185
78391,-0.5080682701497097,-0.5563391484553664,-0.23536822726731876,1.9461876364275572,1.0280329225163953,0.18826636746961264,-39.114922414233455
76176,0.5597065071836208,0.5103464641569369,0.7602527416419868,1.3684984121373405,1.2156171549893207,0.3891126733913819,-1.8642658504301017
76500,-3.970921099954597,0.09940054201599746,0.41782802001606595,0.42824371777891507,0.6188833207751355,0.346341162509282,-94.06484695121037
6549,0.47366426177369814,-0.13234569971952914,0.7434103074911573,2.0968813491237723,1.1149774730803428,0.2507090800263717,-63.90881451038537
2027,0.5031074263270555,-0.39195872271019283,0.8731258089141621,2.3145632694851397,1.4397447394635274,3.159293766878732,-32.808883659070375
10423,0.34086892264601854,0.6706597308232717,0.7797395601427771,0.7741642129632933,0.9054032303468358,0.4202367019608952,-22.55881480596773
10651,0.2112986573073955,-0.018391847716399345,0.4815984477107786,1.8322396747161676,1.2752433648749326,0.5723238650935126,-31.351802710698184
9356,-1.5805078044601584,0.21598668927416342,0.437974663557433,0.5943273509207625,0.6336202866138188,0.2191619151018496,-108.56027700410567
12554,-0.24167428196830198,0.43430639979228247,0.5817423562992873,0.9433118369909,0.6233619177824018,0.023776708077668785,-130.56597062937405
3068,-1.04362436046573,0.45658508426374367,0.662983184202986,0.8863488569484721,0.5891437548268675,0.23185517169339956,-109.02961460088078
70589,0.7402289737578389,0.5841256901328613,0.8752667614066716,1.3808714328997542,1.111040588968074,1.407172095528194,-0.4363862337868564
78499,-0.6753345426496504,0.36902290375822466,0.427270514228456,0.7396037236215145,1.048029276048936,0.06562684274565746,-120.70505889155685
5074,0.5881265546355444,0.158857513222591,0.8225361353254277,1.7801782350060806,1.2595172083304793,2.3765970303418387,-105.31354239318043
12014,-0.949131824072122,0.32347469676328133,0.644013334119836,0.9009474136948314,0.43330028694085637,0.02772278002862969,-259.89825596046103
9309,0.5372523107975364,0.501156726685499,0.7352086823227029,1.4114955896240486,1.0969615858667912,0.899033656720256,-66.47992828398374
70459,0.7296588100652559,0.6066703129860571,0.8653698466569677,1.3572985549023382,1.0944494952978505,1.140156571998254,2.94566676694178
10432,0.354023697272449,0.37402339081789526,0.6174009651158376,1.39665259200834,1.2968693567916676,0.40999522226067714,-24.440546355367513
70414,0.7649516337634332,0.7525531123232966,0.8785079235691339,1.1722849758150178,1.1295666804924105,1.2733364108211809,-1.2631966502400538
49114,0.5093588449449162,0.21361839105254543,0.7444294283331688,1.7250017696311042,1.1656869090195234,1.1471389525843338,-11.728674975812654
75687,0.5086066865292143,0.02717377933837195,0.7568485032540645,1.9278443224430046,1.16239802507198,0.8488625787149497,-96.7683867886371
3083,0.6632026536500035,0.6773664700784698,0.8152214430460273,1.2628765518219611,1.0290722895869964,0.270710473152436,-38.999222360580006
70410,0.7295125682859909,0.6094057362060974,0.8678422521395234,1.2605133161962205,1.2592894534561625,1.431143435247889,14.728790140442218
75203,0.316849320617422,-0.0007397230757995032,0.5642822262362256,1.9008175871387023,1.0125574547490486,1.008327316074706,-68.36394442532252
75236,0.5097389131128387,0.24107577775495492,0.7281477060740349,1.708374357931329,1.0163729784344322,1.1761585514115491,-91.72068807745174
10554,-0.45145872753317406,0.4739433702328898,0.5905069292039025,0.673540441568638,0.9502490261330215,0.30134508785599096,-11.194282807220228
5453,0.6831721822734343,0.5833799388521861,0.8360662930638514,1.3755372647776312,1.0752979272245689,0.8609793501412915,-55.30243408301839
10357,0.41476279552596296,0.5356783243635062,0.6676739448820938,1.2558686412597948,1.1992115708876323,0.7694113192766234,-9.630059319548058
84295,-15.985747913563905,-0.3067656026921777,-0.048613893284568846,0.45887586963702404,1.561453398537174,0.5708565074219237,34.92847794865706
5277,0.7821425707754948,0.5896120353044962,0.9091799084120317,1.3260765097406024,1.2320433199345715,0.8038770992325697,-104.01230369820799
