gauge_id,NSE,KGE,r,beta
1010,0.0736741764290395,0.3614387252547925,0.7049330048421089,51.54135023016831
1566,-0.383961198353957,0.384288281181283,0.6064910290793776,-0.8295643689788896
2021,0.1518431198287356,0.5351339623429987,0.8208591422106964,-19.94231915585729
2219,-0.0128934213398204,-0.5767807521522563,0.0283273808819608,-80.34098247584217
3001,0.7693215928728014,0.7974670331788446,0.9031786279391226,-17.552300647011077
3003,-282.0049861280378,-13.373856607028095,0.4056583879983254,102.22851847508385
3017,0.2720085308832267,0.4614006431578166,0.8671194119586617,-15.78680533461565
3073,0.366825022643797,0.0961497625637409,0.7599243391628011,-56.103589829680885
3083,-74413.82158657677,-229.78022141272967,0.1559943107269061,117.80863015196638
3087,0.7777883828646516,0.8872714126762326,0.8930297206406004,-1.318803749216821
3096,0.6441681581972283,0.6947886741744631,0.8035586215756287,-3.834723931055696
3219,0.7869948393301976,0.7045831798418094,0.9190782735432746,26.70334372588656
3246,0.45873010236166,0.6514058655829998,0.6939198910231581,-5.215862484299818
3310,0.8458289124806743,0.7791190565559082,0.9263677952249748,20.471223554536287
3334,0.51166126758721,0.2567435308636652,0.9476920510406712,51.63414121852979
3341,0.5294709169651904,0.5723912500753705,0.7851495896293041,36.59643867908785
3344,0.6272400434245566,0.5963693898891735,0.8444322252099343,-37.24454576194061
3355,0.5776811932986704,0.6052666610749688,0.8882801056259814,17.059748970146053
3403,0.8134155719339815,0.7954533242443409,0.904437221112623,-12.284951193207036
3405,0.8438955338388614,0.8142255388144597,0.930415804634544,16.43240106264853
3414,0.4063437256062019,0.6465254213379776,0.7773660538380023,19.928779815429472
3445,0.7256490178118893,0.8563369857930823,0.8738618395901501,-0.0554321339753673
3483,0.4190935141537678,0.6955035679480162,0.7771585861909426,1.7230836697417122
3488,-1.6516793143713389,-0.0205952078311024,0.0621425893363689,22.95005671712773
3489,0.1814666440652469,0.3679607784908565,0.7072076225771209,53.36204312595862
3597,0.427830754776358,0.4725735921898392,0.6893705656798413,-33.36703101960363
3625,0.5487774029061439,0.6315461910960982,0.858456972129144,-20.029628626790945
3801,0.7669306730921517,0.8358399639779299,0.8960408307159325,-10.180803943493803
4032,-375.3710323171591,0.3612967357343639,0.5350068031901742,-28.81958026503275
4033,0.3861111001252452,0.6655019985770398,0.6760297892903743,-5.478947585261231
4034,-631.6198992038638,0.0412727735937329,0.4595230234484884,-72.46081418760923
4085,-1.9381142114593557,-0.0218243514989928,0.3572227929576478,5.376367532519971
4141,-2.359744884607478,-0.2143941394061155,0.4932178801312104,27.67144124034393
5063,-0.2373458956183622,-0.8858765413801613,-0.3875792638525827,-86.23756378140979
5092,0.4920040641941904,0.72525697938663,0.7323005253223959,-2.0939425485270338
5208,0.5094345773223682,0.5892656147184284,0.7420674439163322,-27.038176536307844
5239,0.7418610542433821,0.6563683465821072,0.8975500911498907,-32.772006084181385
5250,0.5834417306271503,0.6976866344961292,0.7711938218431068,-8.238029712067988
5254,0.7202856868645549,0.8264300557805897,0.8514271280917842,-2.4031465657062867
5287,0.5092828598991532,0.576070904949869,0.7239945399743739,-13.98489019301516
5311,0.6671466259906995,0.8104818845820732,0.8478162856835623,-11.293231486722982
5347,0.7144327417766547,0.7976797325255524,0.8461101889631901,2.583297246442844
5358,0.8357912580791429,0.6663948754325812,0.9607560619100516,-12.49088337608674
5555,0.2046839526293293,0.5912910838563945,0.6259822692477015,-16.275238939123664
5600,0.8395192954806404,0.8472014339314037,0.9227505361183728,-13.171386654427357
6084,0.3530131870471287,0.1650531163087319,0.8814557114187508,-50.7264519750313
6133,-0.6300399181971179,0.2854042516509605,0.3663493365575709,-31.210530431287697
