,NSE
75749,0.0405397415161132
49149,0.4179215431213379
6259,0.4117099642753601
77336,-2.6930880546569824
10308,0.5948097705841064
2027,0.5403563380241394
8120,0.1137429475784301
70466,0.4039590358734131
2128,0.5340790152549744
72481,0.2390562891960144
10632,0.3858884572982788
7156,0.3147779703140259
76692,0.3355535268783569
3150,0.7056346237659454
76275,0.2215074300765991
70509,0.2220573425292968
78529,-2.3785314559936523
4240,0.2584513425827026
80157,-0.4094116687774658
76364,0.4977043867111206
84019,0.0563282966613769
2126,0.4968615174293518
9207,0.4018229842185974
11337,0.5106573104858398
75394,-5.103928565979004
48088,0.3393462300300598
76355,0.3504900336265564
84315,-0.1788413524627685
7180,0.7162979543209076
76454,0.2166963219642639
12498,0.2170234322547912
78513,-0.0081425905227661
8379,0.5281184613704681
75687,0.0781243443489074
10570,0.5715228319168091
5092,0.2920196652412414
8097,0.5805125534534454
5055,0.3752807974815368
76701,0.5187592804431915
84346,0.4783081412315368
19158,0.5691733360290527
10402,0.5598543584346771
77397,-0.3939107656478882
77156,0.1619178652763366
5132,0.2392131686210632
3001,0.4007132053375244
2058,0.3388336300849914
75518,-1.6907517910003662
5613,0.2076872587203979
5746,0.7558917254209518
75280,0.2552965879440307
75780,0.1425186991691589
72592,0.2512357831001282
19185,0.2603530883789062
5597,0.0623166561126709
10110,0.4260510206222534
9341,0.4304609298706054
5403,0.2510904669761657
19313,-0.2059320211410522
72285,-0.0578306913375854
76264,0.3786000609397888
75317,-1.738691806793213
8291,0.3827052116394043
5287,0.267295241355896
10211,0.311503529548645
70399,0.287675142288208
70459,0.0035899877548217
77242,0.1247749328613281
48006,0.1615530252456665
19383,0.4473632574081421
77212,0.4339319467544555
72716,0.0121455788612365
19183,0.2491178512573242
75627,-0.2831254005432129
5583,0.1468011140823364
79324,-0.7985721826553345
79335,-3.001140117645264
76489,0.4286126494407654
77407,-2.7757339477539062
9345,0.0722242593765258
76483,0.684107780456543
4179,0.5859524607658386
78004,-4.874938011169434
78334,0.4581913352012634
75274,0.0943136811256408
48089,0.4064570069313049
75219,0.0953171849250793
7171,0.1657324433326721
78142,0.4089255332946777
80196,0.1747050285339355
7012,0.6132572591304779
5759,0.4333077669143677
6139,0.411324679851532
84342,-1.7048108577728271
6407,0.1485779285430908
9342,0.5284894108772278
75254,0.0938684344291687
3169,0.3267782926559448
3292,0.6157370209693909
5642,0.1077325344085693
78391,0.096952199935913
19170,0.5730338990688324
70444,0.5407006144523621
75658,-2.030705451965332
70288,0.1846504807472229
8313,0.531289130449295
2010,0.7469363212585449
10301,0.4336260557174682
70340,0.5051191747188568
9331,0.2873513102531433
6349,0.3897987604141235
5600,0.0979019999504089
84078,0.0312728881835937
9282,0.4769052863121032
72577,0.1832399368286132
75776,0.0668473839759826
76255,-0.0008662939071655
5171,0.1690835356712341
72172,0.1917658448219299
7031,0.3784686923027038
11619,-0.0941958427429199
9217,0.6809752881526947
11357,-0.0238584280014038
76139,0.3335294127464294
3087,0.7457146048545837
75388,0.0950897932052612
83372,0.0573781728744506
72162,0.5204342007637024
11368,0.3275125622749328
10066,0.5071431994438171
80236,-3.5813326835632324
10475,0.4226789474487304
4085,0.264875590801239
77201,0.0596940517425537
76494,0.3459340333938598
4095,0.0666316151618957
72731,0.2208023071289062
78092,-0.0118284225463867
76008,0.012907326221466
72760,-0.1650506258010864
10133,0.4457966685295105
75631,-1.7023842334747314
8359,0.2997761368751526
19172,0.3548125624656677
9560,0.6202796101570129
70589,0.2789537906646728
76360,0.3561773896217346
5662,0.0780981183052063
2198,0.4111088514328003
70118,0.0231305956840515
72110,0.3830103874206543
8241,0.1572436094284057
11473,0.1592792868614196
84354,0.0435800552368164
75320,-0.4111378192901611
10428,0.4819121956825256
78055,-1.0222344398498535
11491,0.2988002896308899
10460,0.5229084193706512
75540,-4.343061923980713
2106,0.6422157883644104
5580,0.0873478055000305
12239,0.3115095496177673
3201,0.5042066872119904
10315,0.635822206735611
5148,0.1165046691894531
76653,0.365055501461029
5122,0.0531196594238281
75286,-0.0385141372680664
8095,0.4156560897827148
10416,0.3778258562088012
9511,0.1487665176391601
77298,0.2909200191497803
11352,0.1402902603149414
10554,-0.0084924697875976
7161,0.3488937616348266
9092,0.6009915769100189
3156,0.6420018672943115
9415,0.6477878987789154
5311,0.3875916600227356
75710,0.0109337568283081
10062,0.5763152241706848
9164,0.4363669157028198
75664,0.0256327986717224
5063,0.7979501485824585
6387,0.1429551839828491
3569,-0.3280860185623169
48058,0.6227386891841888
84108,0.820744588971138
76423,0.070752203464508
84215,0.8961189240217209
5094,0.2899658679962158
83318,0.7670658528804779
80442,0.2360435724258422
5604,0.0297288298606872
4238,-0.9314945936203004
72106,0.3665902018547058
5072,0.5978659987449646
76217,0.4131894111633301
10414,0.3168445229530334
72753,0.0998418927192688
8233,0.181650698184967
84011,0.2447952032089233
5208,0.2115000486373901
71146,0.3487021327018738
76159,0.1329620480537414
76075,0.5809119343757629
84129,-12.3983736038208
8582,0.1830325722694397
12554,0.4251347780227661
76318,0.352762222290039
70583,0.1280252337455749
77164,-0.1304985284805297
70559,0.2965444922447204
9191,0.3337269425392151
72109,0.3335524201393127
49053,0.4688506722450256
10394,-0.3239654302597046
76661,0.3504708409309387
10549,0.5512038767337799
78499,0.5921177864074707
12115,0.265363872051239
10276,-0.0187221765518188
12305,0.4130221605300903
75527,0.1641122102737426
72818,0.3590191602706909
78165,0.4544237852096557
10251,0.6554117202758789
3042,0.7153275012969971
8347,0.3867114186286926
10441,0.2630177140235901
11500,0.0827602744102478
77801,0.0497777462005615
3218,0.5033130943775177
3059,-0.9797614812850952
7011,0.6205318868160248
49120,0.2381328344345092
10144,0.4279115796089172
75235,0.0041866898536682
5166,0.2238361835479736
70102,0.0359189510345459
70827,0.5388250350952148
78519,-0.8589518070220947
70158,0.485767126083374
6563,0.483947217464447
10587,0.4267501831054687
75389,-0.0830237865447998
11306,0.6644644737243652
76367,0.4371938705444336
75314,-0.7131901979446411
9403,0.4433191418647766
80204,-0.6181714534759521
10369,-0.0744836330413818
10194,0.6363146901130676
3102,0.4650039076805115
76112,0.3952963948249817
2090,0.6850279569625854
75299,-0.0434038639068603
75296,0.3508046269416809
49128,0.5358174443244934
9323,0.1019853949546814
48079,0.4914867877960205
48030,-0.0116668939590454
75006,-0.34174644947052
8411,0.3217145800590515
9290,0.3725406527519226
75573,0.100912868976593
76289,0.4952630996704101
75553,-0.1174556016921997
76099,0.5648570656776428
9285,0.1905033588409423
8296,0.4000101685523987
75561,0.0679410099983215
3076,0.1693142056465149
10202,0.1117762327194213
70339,0.1028134822845459
84192,0.7536383122205734
80198,0.2648764252662658
48011,0.111581802368164
75676,0.5023001730442047
70850,0.6121500134468079
84449,0.7089933156967163
70175,0.2124208211898803
72454,0.0326118469238281
77231,-0.0486409664154052
5507,0.1130945086479187
76324,0.2936205863952636
78053,-0.4845716953277588
10292,0.5117795765399933
75202,-0.1944445371627807
78620,-1.097304105758667
6256,-0.4505945444107055
10078,0.7846317887306213
74438,0.0855621099472045
3073,0.456012487411499
12244,0.6706344485282898
5611,0.2102187871932983
70597,0.2750367522239685
72519,0.2143182754516601
10586,0.5368891358375549
48029,0.2281508445739746
75678,0.2956806421279907
12202,0.1776334047317505
2062,0.1218532919883728
75289,0.1628904938697815
6065,0.3425385355949402
7047,0.7668609023094177
8150,-0.3865280151367187
70617,0.2435151934623718
49129,0.5744396150112152
76649,0.3608455657958984
8410,0.4019742012023926
12354,-0.5507528781890869
6424,0.5110826194286346
7187,0.2826457619667053
8172,0.5673125684261322
75079,0.1279257535934448
6076,0.5185880661010742
79011,-0.711337685585022
70348,0.3141307234764099
78393,-0.1813145875930786
76190,0.5517010986804962
12614,0.0283154249191284
77112,-0.0111023187637329
10432,0.5014675557613373
76495,0.0130115151405334
84447,0.3136529922485351
7099,0.3863169550895691
75273,-0.0045230388641357
10489,0.5646964013576508
9264,0.632012665271759
80222,-0.8686627149581909
12412,0.7258195579051971
19122,-0.1501305103302002
5033,0.8089298754930496
77246,-2.7934699058532715
48090,-0.0336698293685913
75607,0.0155667662620544
10404,0.463287353515625
3029,0.7846488356590271
10478,0.7093653380870819
77370,0.5093149244785309
19153,0.2203403115272522
9079,0.2943687438964844
76646,0.1692844033241272
10424,0.5761406719684601
3180,0.0570895075798034
72327,-0.1102161407470703
2115,0.7802655100822449
9344,-0.2099877595901489
9199,0.2534022331237793
