gauge_id,geometry,NSE_blind_tft,NSE_blind_lstm
9401,POINT (86.28 62.48),0.9679560595554692,0.5833269357681274
9422,POINT (90.11 65.65000000000001),0.96177815037264,0.5159232914447784
9427,POINT (83.8 66.81),0.9687225860221556,0.4255579710006714
9499,POINT (92.64838540619817 61.81397179804116),0.9555551722767603,0.5217890441417694
9503,POINT (95.14288000000001 50.26713),0.8585665208018453,0.4870230555534363
9566,POINT (90.81 52.28),-1382.0503188201014,0.5148748457431793
9577,POINT (89.06999999999999 52.17),0.9024446950066342,0.6776534616947174
9306,POINT (92.13 54.95),0.8673053586429129,0.6220625340938568
76147,POINT (54.87944 59.21619),0.9278894968189894,0.7193762063980103
76263,POINT (58.79422953752226 54.31278944171857),0.8943342987233799,0.7572983801364899
76351,POINT (57.08928 54.45598),0.915239867323806,0.6926059424877167
76492,POINT (55.85139 55.38786),0.9227836110350977,0.5099633932113647
76627,POINT (49.95406 57.55037),0.9135955743649776,-5.31996488571167
76654,POINT (49.44726 59.59806),0.8455426815065135,0.7838946282863617
76663,POINT (58.72105 58.71184),0.8797711865906834,0.6313933432102203
76669,POINT (56.12967 53.1154),0.911164367236626,0.2771658897399902
76702,POINT (56.78 57.46),0.8498367240872009,0.7735204249620438
76136,POINT (56.35573 59.50331),0.9354210127955868,0.6858439147472382
11332,POINT (77.27956 55.68039),0.9765268074152949,0.2166706323623657
11364,POINT (75.53857691713978 56.49972898239919),0.9601133524720548,0.2813779711723327
11365,POINT (75.22392000000001 56.569),0.8610614458634902,0.2938671708106994
11369,POINT (75.30432999999999 56.95174),0.9686549748964756,0.1999377012252807
11372,POINT (72.98110864011238 56.19815145340281),0.9584956631337852,-0.0847163200378418
11384,POINT (73.65151 57.02005),0.9690764671665024,-0.1039317846298217
11386,POINT (74.27427 57.26428),0.9751494669208204,0.8206200003623962
11390,POINT (72.89696000000001 57.62372),0.9640163528325848,0.6265974938869476
11496,POINT (69.20458000000001 57.13336),0.9583966450335664,0.4559242725372314
11499,POINT (68.68438352729564 57.54448417151634),0.958796106342375,0.6493450403213501
11592,POINT (69.11167 58.95867),0.9787836882564408,0.643503874540329
12040,POINT (60.41688 54.06393),0.9632651831673592,0.4371101260185241
12092,POINT (64.39061 55.2924),0.8982762857632802,-0.4179149866104126
12098,POINT (66.48919925641088 56.16397901203207),0.9044815828279416,0.3665827512741089
12123,POINT (62.57948 56.28125),0.901114482421818,0.7021484375
12222,POINT (65.10585 56.52578),0.9575495286283472,0.0291511416435241
12346,POINT (62.29328 57.90517),0.9628387411380036,0.6247677505016327
12401,POINT (63.22483 56.94504),0.9288501003091448,0.0044070482254028
12402,POINT (64.3023 56.83424),0.9279743303255412,-0.7415562868118286
12652,POINT (62.08 57.98),0.9467411563629142,0.6432445347309113
70002,POINT (38.99598 61.55771),-1911492.734315091,-0.1362456083297729
70025,POINT (40.10356 61.3496),0.9449626864065634,0.8191639631986618
70027,POINT (39.27819 61.69262),0.9364597252607622,0.755908653140068
70031,POINT (38.55027 62.13423),-409614.2268425636,0.2027083039283752
70036,POINT (40.68586206591638 62.12438770123428),0.7951106673194325,0.1164456009864807
70043,POINT (39.62405959253619 63.71976808657711),0.933386704150208,0.5903338193893433
70098,POINT (45.86517 60.67169),0.9241043067779644,0.5770967304706573
70120,POINT (41.07818 60.0174),0.9181742140513498,0.7610420435667038
70135,POINT (40.61 59.64),0.815332327937322,0.618587076663971
70139,POINT (41.98471 59.6951),0.8530585977331224,0.2555416226387024
70150,POINT (45.61638 59.32771),0.9381256013204932,0.838344469666481
70152,POINT (45.82512 59.98859),0.936612543326957,0.7559754699468613
70156,POINT (45.36849 59.76477),0.93107386296802,0.769896924495697
70163,POINT (47.32814 60.18347),0.9377342495679007,0.7873492687940598
70167,POINT (49.55027 60.34376),0.9558551332284716,0.8650151193141937
70176,POINT (54.18993 62.19926),0.9453619750121696,0.88027423620224
70180,POINT (53.64998 61.68868),0.9576682779548304,0.8622045367956161
70221,POINT (50.29223 61.1104),0.9660368324930712,0.8359184712171555
70230,POINT (50.13095 61.30869),0.9527348582271784,0.7163797318935394
70238,POINT (50.87592 62.98184),0.9454808375598978,0.8986600041389465
70270,POINT (44.39352 62.53527),0.7511123021338041,0.8323004245758057
70271,POINT (43.71906 61.9124),0.8106373107581772,0.4643529653549194
70275,POINT (42.17715 61.10739),0.8380181027757014,0.8124234527349472
70291,POINT (42.46171702075943 60.84511683630625),0.9211131842891742,0.724623054265976
70295,POINT (40.92719 61.08797),0.7596624455493397,0.6403177082538605
70298,POINT (43.9344 61.59852),0.8930789763070361,0.8469066321849823
70302,POINT (42.65976 62.24781),0.8564060200676317,0.4996392726898193
70374,POINT (43.35028 65.7632),0.9566978258136876,-0.918192744255066
70390,POINT (49.1418 63.34378),0.9607557088796956,0.8111679404973984
70393,POINT (45.9492463395791 64.91345815884031),0.6501349874634474,-0.0418187379837036
70408,POINT (57.87666675 61.80166675),0.916603456475732,0.8446373343467712
70458,POINT (56.39951 64.89284000000001),0.9016994954359916,0.8590572327375412
70557,POINT (41.61798 63.60352),-468461.17995315057,-0.3227440118789673
70579,POINT (46.37857 62.93688),0.8127813434844087,0.8870121985673904
70584,POINT (45.36314 59.69841),0.8987455694309665,0.7086750268936157
70596,POINT (38.51718 63.86645),0.8939150323678776,0.6275294721126556
70623,POINT (44.13 60.38),0.9249530082574084,0.8512727916240692
70624,POINT (38.73875 60.99764),-2089904.7734435543,-1.8326399326324463
70085,POINT (40.21904 59.42914),-3354654.47038148,-1.1411688327789309
9302,POINT (89.9268 54.33831),-149271.3447599256,-0.0243169069290161
10103,POINT (85.67127000000001 51.3062),0.866860413184289,0.1381992101669311
10111,POINT (86.19843 52.2912),0.9052598849764564,0.4354315400123596
10127,POINT (83.57218 51.37474),-3081.258879475075,0.6701201498508453
10137,POINT (82.80123 51.2768),0.872508482919277,0.6112959384918213
10138,POINT (82.95999999999999 51.58),0.9621464112438504,0.3826557993888855
10168,POINT (84.60085330104656 53.37760137239068),0.926824400851203,0.5485153496265411
10172,POINT (82.83049 53.25603),0.9157146875443558,-5.430393695831299
10174,POINT (86.27728 53.25771),0.9354832136091232,0.7744009047746658
10225,POINT (85.42280220513531 54.9543553333827),0.9681392514849996,-0.209362506866455
10277,POINT (87.22918276893149 53.33165820290338),0.6475171230490178,0.7388742566108704
10287,POINT (87.09716 54.02967),0.8953221808331072,0.513178676366806
10298,POINT (84.74249 55.8387),0.9604844116915432,0.7728892117738724
10305,POINT (84.73224 56.52591),0.9449079992479944,0.0003501176834106
10317,POINT (91.60341 55.37822),-73699.02478229461,0.8477361798286438
10338,POINT (89.28063 54.85069),0.9154103362703282,0.6786560118198395
10342,POINT (89.6369 55.55725),0.6888984323287775,0.0702292323112487
10378,POINT (90.94058 56.40555),0.8999328982676426,0.8946468308568001
10444,POINT (83.07055 56.8568),0.9794305275296616,0.8145636022090912
10488,POINT (84.23147 60.38712),0.972216864816522,0.8494970351457596
10519,POINT (79.93333 52.71007),0.921130801559734,-0.0127906799316406
10556,POINT (87.31562 54.10519),0.9161230741199636,0.5877113342285156
10557,POINT (86.09792802250799 55.3493366793361),0.9249146418446228,0.5904357433319092
10585,POINT (84.3 53.4),0.941356285853567,0.6422315835952759
10589,POINT (87.6528 54.36594),0.8609873570275094,0.7551120072603226
10623,POINT (85.8349 55.95797),0.8830589669997229,0.2286781072616577
10660,POINT (86.39746 55.00788),0.8586709260868606,0.5295939147472382
10693,POINT (71.46732 60.05825),-134682.09410074755,-5.607107162475586
5036,POINT (131.22511 47.82567),0.802360660642673,0.4104083180427551
5082,POINT (132.98166 48.7664),0.7223489647537837,-0.139733076095581
5128,POINT (133.94381 44.33581),0.8660305393381009,-0.146119475364685
5216,POINT (132.017 44.102537913),0.8247833182200957,-0.051711082458496
5217,POINT (132.22902 43.96116),0.7040910029192493,-0.2523472309112549
5239,POINT (131.92291 44.91468),0.7263069531425846,0.6204290091991425
5370,POINT (133.2398 49.40747),0.794435016081392,0.5638465881347656
5420,POINT (136.631240115 50.713397858),0.821402759112429,-0.2055469751358032
5440,POINT (136.91523 51.01702),0.9095192196712708,0.2318758964538574
5529,POINT (134.86568 43.8588),0.8165073526666515,0.544423371553421
5539,POINT (134.76154 43.39955),0.8984053847817243,0.4936608076095581
5749,POINT (138.84529 52.90618),0.8744148635878379,-0.108339786529541
6133,POINT (111.77193 50.97287),0.825523312511609,0.4864396452903747
6479,POINT (132.66948 51.46226),0.675627478440813,0.4993781447410583
6485,POINT (132.97033 51.11847),0.769907835520739,0.0994307994842529
6507,POINT (129.605254303 49.783371247),0.4964440365429224,-0.0615948438644409
6574,POINT (131.05186 49.017474),0.8646892798063353,0.1039803624153137
19016,POINT (48.11495716652853 50.45814659670103),0.9378992317750714,0.0160576701164245
19115,POINT (58.7275 52.195),0.4539898832868961,0.0069090723991394
77311,POINT (50.51 52.81),0.8403790518671514,-0.0068203210830688
79001,POINT (33.849583333 55.73375),0.8241394098736319,0.5378894507884979
80218,POINT (36.45653 51.71595),0.9305155755217674,-0.0323121547698974
7008,POINT (109.153986 55.356414),0.9121164880296588,0.2517074942588806
7098,POINT (108.41125 50.84217),0.8395143009238555,0.7798915058374405
7102,POINT (107.00653 51.18525),0.9035443068487278,0.7504026889801025
7112,POINT (108.62019 50.8815),0.9299953432595796,0.0102142691612243
7197,POINT (108.283202 51.835767),-219.24314508954805,-0.1411643028259277
8099,POINT (103.24638 51.77885),0.8647040547975252,0.5938701927661896
8129,POINT (104.84855 52.25363),0.4738882381230712,-0.156758427619934
8134,POINT (104.35766 52.2881),0.5253496167644869,-0.4206514358520508
8155,POINT (102.68737 52.09284),-239.6989630345164,0.1918460130691528
8198,POINT (103.7101 54.19012),0.8807933193272572,0.4105372428894043
8204,POINT (101.18529 53.34178),-2035.4663486883064,0.5688082277774811
8209,POINT (102.01397 54.48872),-5439.922616530561,0.8506630808115005
8217,POINT (101.56595 53.41912),-599.483106725222,0.7408542037010193
8219,POINT (101.32285 53.687),-384.23153022080135,0.7754799723625183
8317,POINT (98.82517 53.93467),0.7282462070893692,0.1367997527122497
8323,POINT (100.0315038531183 56.13188325745646),0.9777473697994348,0.7859587222337723
8412,POINT (99.25409999999999 54.56198),-125.58746148359135,0.7713577896356583
3056,POINT (106.5486 53.7576),0.8763132138192621,0.1471841931343078
3155,POINT (111.58 60.13),0.9364869333773004,0.7959011197090149
3157,POINT (116.9 60.08),0.9389357409438636,-3.3000288009643555
3175,POINT (117.619737 56.648078),0.97728315320514,-0.102396011352539
3277,POINT (135.13 60.61),0.8785986584311238,0.6925703585147858
3341,POINT (112.08 63.38),0.9406934012760054,0.2644590735435486
3507,POINT (141.817563341 64.45813253599999),0.8597254272747152,0.6800762116909027
3554,POINT (112.45633 59.2561),-47072.27235668573,-4.730443000793457
3630,POINT (111.23 59.51),0.8803851832453444,0.4458996653556824
3881,POINT (153.36098 68.435632536),-448.1378225111496,-566.3126831054688
82010,POINT (38.5327 44.37526),0.7385283654989792,-2.1473710536956787
82050,POINT (40.21829 43.67963),0.8255493485299144,0.3966094255447387
83161,POINT (41.14749 44.99875),-5420.8690556314905,-0.5885016918182373
83236,POINT (41.62927 43.75486),-867.2489333593999,0.508547306060791
83338,POINT (40.34611 44.87867),0.4963349116728049,0.0846368670463562
83395,POINT (39.10439 44.63654),0.3919433313742203,-9.585224151611328
83249,POINT (41.66707 43.71455),-572581.9105225503,0.6413641273975372
2057,POINT (158.722895403 55.928464597),-1175.265810907587,0.6739181280136108
2148,POINT (157.4663126843186 53.326784997956),0.9677412275029392,-1.8887231349945068
2206,POINT (159.3836593153455 58.29998151506018),-466.38605652421137,-0.4929541349411011
2208,POINT (159.4002593 58.30172839999999),0.9172644766778966,-0.0320959091186523
2227,POINT (158.1195200000001 54.96646586900003),0.9449120247408918,-0.7891223430633545
2258,POINT (159.9789783471684 55.61839622727957),-442.7300873745892,-26.79108428955078
75311,POINT (36.14591 53.80432),0.9282886402588664,0.5716557502746582
75332,POINT (35.81138 52.69995),0.8136796014740881,-0.0755262374877929
75368,POINT (35.799762576 54.029762576),0.8769494195922395,0.4960183501243591
75480,POINT (40.26065 55.54142),0.976989851315643,0.5030480921268463
75500,POINT (42.26595 54.41577),0.9409984823748968,0.7910312563180923
75501,POINT (43.93839 53.4997),0.8668854464623934,0.5232213735580444
75505,POINT (44.24497 54.35215),0.7395378236454364,0.7144736647605896
75511,POINT (43.04981 53.68808),0.9000848400492896,0.5958862602710724
75512,POINT (42.59406 54.15354),0.8860124121507866,0.7045503556728363
75530,POINT (42.67488 53.54823),0.7163674466226115,0.6789572536945343
75536,POINT (42.51005951290932 55.5301341867727),0.925961701779166,-0.6146113872528076
75579,POINT (40.86968 55.96463),0.9301684345119904,0.4304108619689941
75758,POINT (41.581 57.13738),0.8223543651773837,0.596663624048233
75469,POINT (40.01097 54.00007),0.7667017840012971,0.4093331694602966
78082,POINT (39.67448 52.62612),0.9353683910099344,0.670974612236023
78106,POINT (38.66631 50.63951),0.9359708859373382,-1.822866678237915
78109,POINT (40.77999 52.09593),0.9405054965073254,0.6013140380382538
78135,POINT (44.35081 52.68473),0.8710165145157124,0.6804174184799194
78164,POINT (42.27653 52.0059),0.9748131033078768,0.6866768598556519
78173,POINT (41.48141 51.83196),-118.67398295769046,-1.2888362407684326
78202,POINT (43.13508 49.87924),0.973548741103701,0.6530135869979858
78218,POINT (43.74990248886764 50.95074995401513),0.948928477822213,0.3879784345626831
78229,POINT (44.30319 49.5761),0.961429727614823,0.080814242362976
78509,POINT (41.16 48.73),0.9012227222675956,-0.0900107622146606
78563,POINT (39.67395 47.45649),-244.97418371105965,-0.0222656726837158
78596,POINT (41.96 45.46),-252.84532167676815,-1.160996913909912
78613,POINT (44.53151 49.88601),0.9395896032548952,-0.3455780744552612
84009,POINT (42.83 45.35),0.921696411827662,0.0167745947837829
75058,POINT (35.46304 56.92985),0.9028664936241814,0.5416001379489899
75111,POINT (38.0939 57.99194),0.7189632763142337,-0.2192317247390747
75119,POINT (37.14039 58.5986),0.7214337136305555,0.5005801618099213
75190,POINT (37.16678 59.35306),0.901095901923441,0.0041010379791259
75200,POINT (38.03192 59.54512),0.9241116911671714,0.5620419681072235
75211,POINT (38.0038 60.65881),0.9224333374529188,0.7751995772123337
75221,POINT (39.50515 57.93874),0.6546624363238958,0.2912391424179077
75239,POINT (42.29879 59.06888),0.7896621827024822,0.6103463768959045
75241,POINT (41.52836 58.48056),0.7913349762429981,0.8598923981189728
75263,POINT (41.07387 58.10171),0.8852279420868393,0.7552663087844849
75265,POINT (41.20737 57.54871),0.8705739870027818,0.0796156525611877
75292,POINT (43.41612 58.47688),0.8190591861245127,0.7010385096073151
75293,POINT (43.69312 58.00563),0.9257428396806312,0.7505949586629868
75619,POINT (45.94928 53.12136),0.9152014987364696,0.5316261947154999
75635,POINT (45.78273 52.65411),0.9408612159008956,0.7495795488357544
75646,POINT (46.34575 54.85115),0.7375737117707312,0.6878227293491364
75683,POINT (46.85228 58.92402),0.9504380832626472,0.7911036461591721
75684,POINT (46.32306 58.34452),0.8077190770333853,0.6972837448120117
75697,POINT (45.49564 56.95835),0.9722467362640448,0.7664536237716675
77116,POINT (47.2674936172227 56.94051652080746),0.9504877693013862,0.6937655210494995
77132,POINT (48.333333333 56.14),0.9684739921993416,0.6241865456104279
77159,POINT (48.7 55.098333333),0.7727988942377906,0.2443234324455261
75267,POINT (41.83061 57.32167),0.8267863827475654,0.5333611071109772
75287,POINT (43.81926 57.89249),0.9557595030047789,0.7671187222003937
75288,POINT (44.2213707367435 59.76670038339066),0.9357137510331917,0.5616710484027863
84026,POINT (42.45 44.11),0.8848103597673898,-1.4353959560394287
84034,POINT (43.88 44.41),0.9425110073226084,0.3479298949241638
84039,POINT (44.787187017 44.760833333),-1338.718431198085,0.2434167265892028
84078,POINT (43.45 44.75),-927.3475195634568,-0.0369402170181274
84091,POINT (43.92252218649516 44.94913183733982),0.777956557141185,-0.0706982612609863
84129,POINT (42.68664971299356 44.19408396191528),0.9235028306755868,-2.2679593563079834
84179,POINT (44.06 43.08),0.8198784043109539,-0.5295056104660034
84302,POINT (46.7 42.78),-3297.020037436977,-1.282890796661377
84321,POINT (47.06011161459379 42.50188140164718),-2864.669943591347,-0.1430649757385254
84336,POINT (47.83 42.1),0.9310067186580754,0.0112578868865966
84342,POINT (47.30000000000006 41.61500000000005),-116.36665592468168,-3.621452808380127
84343,POINT (47.7375 41.4725),-667.9866533576335,0.555263102054596
84346,POINT (47.30396333495273 41.61489344241971),-13575.209594657295,-0.6992505788803101
84347,POINT (47.73914895831741 41.46687361919795),-275.2765451640093,0.0845420360565185
84351,POINT (48.11361003661666 41.7060568546934),0.7589967401130706,-0.0749446153640747
84401,POINT (42.86878969728701 44.03515977644685),0.9214457837945372,-0.4899419546127319
84446,POINT (47.01418849868537 43.34190429307779),-1536.3622015841513,-3.161216735839844
84447,POINT (44.05 42.85),-9581.491827753018,-0.4974431991577148
84452,POINT (43.55 43.26),-82705.91796118589,-0.1469247341156005
84454,POINT (46.96999851135664 42.3858137220831),-454.8684180185368,-0.3621394634246826
11536,POINT (67.24421 63.70524),0.9642276653330106,-4.813375949859619
11551,POINT (62.14544 63.64471),0.9347772570289932,0.2007065415382385
11555,POINT (63.96124 64.83067),0.9357702307085912,0.5468515157699585
11558,POINT (68.66916999999999 66.03585),0.9631049940298128,-0.6044495105743408
11574,POINT (77.766666667 64.925833333),-11.266930146954412,0.7498004138469696
11575,POINT (78.29492999999999 63.38382),0.9435731331551502,-0.4267779588699341
11626,POINT (70.90577 64.7962),0.917019917438564,0.4649809598922729
48097,POINT (36.71695 61.1761),0.9389230963696166,0.8145188391208649
72002,POINT (28.50584 60.79545),-3921.257062961921,0.2297465205192566
72039,POINT (30.97891408084066 59.76135434752563),-51.52634146284924,0.4929794669151306
72090,POINT (30.96145 61.8672),-14729.48899289296,-1.285061597824097
72095,POINT (30.70414588426283 62.18244514583973),0.946608436030689,0.7108135223388672
72239,POINT (32.29518 59.35314),0.9425956149999466,0.6677770614624023
72729,POINT (30.55299 59.63572),-2679.2994536597894,-1.856635808944702
72745,POINT (31.60777036858998 57.65859400780214),0.920263080578646,0.7325087189674377
73186,POINT (31.69424 56.28023),-489.4365282997677,-1.008413314819336
73190,POINT (32.04046 55.91082),0.940337221092802,0.7133042812347412
74410,POINT (21.73 55.01),-124.25168283411952,-0.175235629081726
19169,POINT (56.58748521367011 51.63447432885752),0.8229407811521997,-0.4802030324935913
1593,POINT (150.6761404270992 59.60286262034794),0.8072334500248368,-0.0167003870010375
2202,POINT (158.646612442815 57.78507515657661),0.7920478971626415,-0.3953608274459839
2187,POINT (155.8525751456261 55.57978748451381),0.8596694980037618,0.3316028118133545
82023,POINT (39.30732773598957 43.94614091856572),0.5589458014246549,-0.1166714429855346
12136,POINT (60.14058 56.85009),0.942814530518268,-0.6408123970031738
9522,POINT (90.42746611959896 52.92574584818838),0.7979004275931505,-0.3169406652450561
4212,POINT (147.887753 45.257646),0.7769431519354408,-0.0591988563537597
5673,POINT (140.079427 49.648625),-624.399336470925,-0.1993148326873779
5081,POINT (132.84108 48.88289),0.7019730127964781,-0.1196955442428588
9521,POINT (92.841666667 55.941666667),0.8608181746084602,-0.2792555093765259
1538,POINT (150.7810374473952 59.63836163922947),0.6987837720915155,0.4384608268737793
71267,POINT (33.23896 67.83501),0.8160755332240468,0.4712015986442566
76704,POINT (59.8797 56.6092),0.8347453024968369,-0.3011245727539062
76491,POINT (54.67846 55.13715),0.7698047175643585,-0.1990845203399658
9396,POINT (93.42255646890733 61.02100601220244),0.9157967478545446,-0.0137447118759155
