gauge_id,NSE,RMSE,KGE
10006,0.849719762802124,0.1853738881886144,0.79905529381074
10015,0.7346940338611603,0.1517157264294262,0.8501967445263073
10021,0.9357663914561272,0.1046350919081738,0.9306196996835894
10042,0.779475599527359,0.4444362317591417,0.8819097658686648
10044,0.7631470412015915,0.5180243242234257,0.8586772989864431
10048,0.6895735561847687,0.4699638703084869,0.8295814535634415
10058,0.4916578531265259,1.921186928740716,0.5022812582020784
10059,0.3943407535552978,4.116581273190677,0.4582055450483201
10062,0.6993928849697113,0.5105514899747934,0.842641647797443
10066,0.9200754389166832,0.5026287474740407,0.9168955461868856
10073,0.9111863002181052,0.2514040086360616,0.8981439324833538
10075,0.7302381098270416,0.9714572977879552,0.6237801096872093
10078,0.8366389721632004,1.0062644957451987,0.8542397503061694
10100,0.6968564987182617,0.1685720189489892,0.6444760436655854
10108,0.5166208744049072,0.5804974616896328,0.502488253840423
10110,0.641156941652298,0.8613609601809844,0.6930163730414571
10112,0.6691014766693115,0.3039404562991289,0.5568320613429686
10117,0.775887668132782,0.2795604582442721,0.7155646494823562
10120,0.7487647533416748,0.2576252228219051,0.8162629159102878
10122,0.7610255628824234,0.1955046376247788,0.8037362071741343
10126,0.8741777837276459,0.4333079831184913,0.8261930928960575
10133,0.7689895331859589,0.3945130259015669,0.6484612901018646
10144,0.6905438005924225,0.1667960169142509,0.6199375608302591
10148,0.8288267701864243,0.6120615937475465,0.7985198904792845
10150,0.1331349015235901,0.341829854191602,0.5960903194332299
10176,0.8840546011924744,0.2831363599279263,0.7689833549256013
10177,0.8931624069809914,0.2255513466080254,0.8304838911707937
10184,0.9200749844312668,0.5204464874499402,0.8925040702682567
10194,0.7161146402359009,0.1167571949296369,0.6083356403711875
10198,-3.174990177154541,0.6754155795868918,-0.9674486973939576
10202,-0.8605028390884399,0.3991480456782601,-0.2158929895227499
10204,0.7302157878875732,0.5957743117525973,0.4830607164629319
10205,0.9380257613956928,0.1856375924247926,0.8440551223279987
10209,0.8513419181108475,0.268808820297965,0.6776179532829607
10211,0.8873604983091354,0.3037695138259595,0.7556932977569525
10216,0.7782297134399414,0.1238790670537056,0.8844695870858735
10219,0.8036806434392929,0.1364689656900807,0.8877418440117016
10220,0.8563447296619415,0.1084859726560302,0.8202936667844418
10221,0.8636610358953476,0.2492520348973748,0.7619262663496209
10223,0.5958348214626312,0.4774993224663446,0.4993294492509164
10231,0.6506920754909515,0.2572578764489102,0.6337380170735049
10232,0.6794209480285645,1.0737968587365103,0.779876408964478
10240,0.7930767387151718,1.1937544398200273,0.7489329377143356
10246,0.875625416636467,0.708304212943978,0.913249554217998
10251,0.8704748004674911,0.7123467029494429,0.8113748220337427
10264,0.512779027223587,1.5493665723736876,0.6591297623905392
10266,0.7913641780614853,1.0938485237433508,0.7990160828048836
10276,0.6057904362678528,1.3894421551013707,0.5460269555207187
10279,0.7839483171701431,1.4822279812108197,0.8551005499708135
10292,0.7366779148578644,2.63983548793307,0.716043341810007
10301,0.9161952883005142,0.2432964531393413,0.8760647036498584
10308,0.6942656636238098,0.3190143027036475,0.75225852152832
10315,0.8201933801174164,0.3791097900504069,0.833656718054715
10323,0.5865472555160522,0.219556004767767,0.6491408251793802
10328,0.6026110351085663,0.2647608979074165,0.6383132840195269
