gauge_id,NSE,RMSE,KGE
10006,0.8845025599002838,0.1625068972572678,0.9208992525242772
10015,0.7588272541761398,0.1446736703714516,0.8348700547473231
10021,0.9164483770728112,0.1193121199556835,0.8876035199192603
10042,0.8096534758806229,0.4128484742331265,0.8886108694409021
10044,0.8632500171661377,0.393581077126336,0.9239490149986742
10048,0.6648043096065521,0.4883491926607012,0.829788479853675
10058,0.2269709706306457,2.368472012032958,0.380663994498443
10059,0.3454355597496032,4.277277753486293,0.3882316818771353
10060,0.484924852848053,1.3865897535044822,0.6337284190730808
10062,0.752895399928093,0.4627582827640322,0.8732920593856887
10066,0.8066099584102631,0.7815662125564492,0.8083618561114467
10073,0.8062136322259903,0.3712325589421245,0.8163787610431459
10075,0.6796055436134338,1.0583302637991858,0.6761354579816169
10078,0.8640469163656235,0.9177831908635454,0.8635564718961839
10100,0.7648414969444275,0.1484903379561848,0.8002963472472817
10108,0.6753785312175751,0.4755593827058092,0.6979902683822332
10110,0.5952916443347931,0.9143705908459776,0.4889487718811069
10112,0.4487770199775696,0.3920868983936015,0.462817558529613
10117,0.7516479939222336,0.2942045342469716,0.7367605269861142
10120,0.7610061019659042,0.2512235947156154,0.8318059903804058
10122,0.7077652215957642,0.216186807762575,0.8394968937668461
10126,0.8259875476360321,0.5093595268380112,0.8076853033708901
10133,0.8162611573934555,0.3517119619764323,0.7333331846857724
10144,0.6126319169998169,0.1864971122339154,0.5325599232134606
10148,0.7204475104808807,0.7817693891179424,0.6187168830379102
10150,-0.3049805164337158,0.4191548994749742,0.4168405557351449
10176,0.7591761648654938,0.4078280902674145,0.6399937925346026
10177,0.7280206680297852,0.3596657737646312,0.7983896519529464
10184,0.7964610904455185,0.8300440882268053,0.8830637228500073
10194,-0.0155326128005981,0.2207248558891457,0.0965182530527846
10198,-0.9428021907806396,0.460447730085246,-0.260723562920073
10202,-0.8926899433135986,0.4023395649220105,-0.2902669355150087
10204,0.7223515808582306,0.6040863498926942,0.6575141865756231
10205,0.9242712184786795,0.2050939826283958,0.9267233826718148
10209,0.9241672456264496,0.1918790582917309,0.7742620980166496
10211,0.8156217932701111,0.388386300380841,0.6222792641222652
10216,0.6777964532375336,0.1492520182906798,0.8334427409328486
10219,0.7989532649517059,0.1380345784546659,0.7679387679121505
10220,0.7309538722038269,0.1483932165546386,0.5547608376806561
10221,0.86761474609375,0.2454691332177291,0.6806217387612268
10223,0.526831179857254,0.5163642323723442,0.6003307700585572
10231,0.4187557697296142,0.3316791687259249,0.4503212525668885
10232,0.8626673668622971,0.702509971357829,0.9269747555674404
10240,0.799954742193222,1.1732153792769149,0.7551004567714416
10246,0.8828852772712708,0.6869963621851127,0.8400028925413616
10251,0.831827312707901,0.8113093087921375,0.7259696304932488
10264,0.7839863747358322,1.0311683275653227,0.7028186800157046
10266,0.8059772998094559,1.0543172680980295,0.730805874386753
10276,0.6591562926769257,1.291204626240768,0.696235250921829
10279,0.8384942710399628,1.2808603764303514,0.7965880993983365
10292,0.7298154234886169,2.672478858571517,0.7301408307467026
10301,0.7514394819736481,0.4187601387162998,0.6660474146439288
10308,0.8766956105828285,0.202476465673755,0.9107669941451304
10315,0.8349813669919968,0.3630616744759831,0.9064945349640045
10323,0.8966062366962433,0.1097685808415036,0.9190877359829712
10328,0.8161515444517136,0.1800016787073216,0.720796089415586
