gauge_id,NSE,KGE,r,beta
1010,0.2589584436370814,0.2765031024141149,0.7148865921692639,65.1949580331308
1566,-0.0382930787752633,0.3794395462169461,0.7776389822417886,2.552238722542169
2021,0.7861259911100069,0.8719674085111166,0.888789548856343,-1.59469165590717
2219,-0.0127131626931453,-0.5711879926381449,0.0299357319226144,-79.81830717145134
3001,0.7824738402491557,0.8357754908080931,0.8889341620316011,-7.428462314497605
3003,-230.6472578280089,-11.700266004942332,0.5118375935892384,101.11138561261372
3017,0.4590982820432218,0.6114444597411517,0.918408535618516,-28.91706704965633
3073,0.4338455869199926,0.1569713911617881,0.8477432414230185,-49.58333495464128
3083,-51507.55062631648,-185.80488959049185,0.2034103620960565,104.4221313763434
3087,0.8089846276542331,0.8800797175323198,0.902623536581338,5.869200846450204
3096,0.6414627527882271,0.7346040928867126,0.8017574523137615,-4.65641718404841
3219,0.8427622515394211,0.7585826660815713,0.9317503800609398,23.142571396507662
3246,0.3753656096785392,0.6086538199770987,0.6437083479571722,-2.752996270305993
3310,0.8825913386486524,0.8633425397530323,0.943462963983417,12.439563590827946
3334,0.7424252350255331,0.5912164735812134,0.9414771589827396,26.601747829903744
3341,0.7364134549906727,0.5936113845863147,0.8783551603457331,38.75870053693136
3344,0.8406735650879595,0.6733251725359346,0.9441869648585852,-32.149493957905165
3355,0.7103487801138961,0.7507418801477536,0.9018404826248848,6.074629495511688
3403,0.8407179164162406,0.8604003172212702,0.9173777316210672,-2.66455176376304
3405,0.8437268280541488,0.7586394247971239,0.9327281103511592,22.7294257893304
3414,0.4532227790096648,0.6009253766304796,0.793261266220672,32.28371736837594
3445,0.640475205624822,0.7237703661562327,0.8199654732139526,-17.89961949854242
3483,0.517910704986972,0.6927057150568657,0.7319456738710854,-4.650311836106906
3488,-0.7295574160989429,0.0613361747542651,0.0668243222964102,6.407492009941695
3489,0.3962842179974104,0.5443220853543237,0.6559447465411342,21.12858132380327
3597,0.4658201043261086,0.2497226857245449,0.8117622723255223,-61.60555151208494
3625,0.7106611680709718,0.6781121429546959,0.8907183188841004,-27.57855564096848
3801,0.8546913617550203,0.8462204355169369,0.928621804287738,-13.252596009754996
4032,-104.24073174435912,-3.31763175430095,0.2179972140313084,13.229451780836364
4033,0.6780012998395721,0.7444305659163608,0.8242190180873439,-3.8502077565736736
4034,-258.17507571447203,0.3869270594470398,0.9172298044714022,-46.376057100609465
4085,-1.601647986732456,0.0184248271749831,0.4806759609721993,11.003412997906894
4141,-2.101030369483831,-0.16957981397139,0.5360949772855483,41.14562083603239
5063,-0.2283789904941831,-0.832371493036588,-0.3070676752889728,-86.8967510363794
5092,0.6855549603881469,0.7672532814564695,0.8319063217030139,8.342736298441848
5208,0.4693266935653123,0.5961401092926465,0.7166796392956736,-24.3803131307332
5239,0.7253653183263358,0.6681382753609366,0.8758755890039662,-29.45080733552012
5250,0.7021151635623681,0.7575368308902231,0.8381691597851469,0.7167207522312449
5254,0.7792067413450969,0.8478525272473334,0.8862292977731023,6.117031249783234
5287,0.5841274937116081,0.5648143884967973,0.7849049333783678,-12.559168030275956
5311,0.6936743643426253,0.8273797637863831,0.839571291812806,-2.21217744766504
5347,0.8271608229354047,0.8568211371225974,0.9140421113174856,8.11710758174281
5358,0.7793223790283716,0.6192718025111508,0.9425929090582356,-20.89830903092401
5555,0.4394511121222607,0.7111768928201635,0.7183324136858842,-6.267469243988512
5600,0.8552223422817442,0.8985081938346242,0.9272713875165396,-6.794879887834254
6084,0.4472998684728877,0.2438988090815497,0.8753828507020888,-49.86149590233641
6133,-0.3829646118691294,0.3813340738173356,0.4241309187847329,-19.3040589569314
6139,0.6389011038656194,0.7295993244976785,0.8283551941172219,-15.595759144406363
6184,-31.737918271760577,0.4110252350389612,1.0,39.91556149256595
6329,0.5166468092093248,0.6746301259848422,0.8422238409582465,5.756257172295216
6331,0.7482641667654737,0.7622078684552219,0.8730349791462745,17.629166946081842
6334,-3.756010669920265,-0.5843520415748109,0.5032324484015244,-3.73618218412868
6345,0.758115364480002,0.7734174916571626,0.8727883980135958,1.083123094543369
