gauge_id,NSE,KGE,r,alpha,beta,RMSE,delta
70158,-338.77814934088434,-0.36034068916295725,0.03167406476005822,0.9824477866992425,0.04471805547142996,20.5272361930173,-4031.325670201567
8290,-5373.518719805819,-0.5861186550399027,0.053030307918631045,0.2036549044408502,0.007601250039181448,20.694952985183733,-65187.63788937264
70583,-163.0888317582275,-0.3589416560399026,0.09811857989846336,1.3691159885414224,0.05285391010721216,20.482310093278187,-7551.147765632584
76408,-761.3129135628893,-0.3686625529607688,0.042747082115937286,0.8721950701537307,0.030170151528358564,20.207573741751155,-5398.576633823354
72668,-1279.560135973933,-0.4034017262138796,0.03197273635102237,0.6675346919860489,0.039829993730507045,20.198212281764093,-3512.284075533199
77112,-2966.5353620744495,-0.44869697434789724,0.14777126579192842,0.37224350586786764,0.01088378228350003,20.74017510962252,-16301.581347238756
76295,-1520.5564482446225,-0.41353563278081973,0.1434224908774553,0.430662563687845,0.030354271076290375,20.681974243442273,-4628.157728792471
72327,-292.059289827511,-0.35664233654182653,0.052705299900789745,1.213550980759334,0.05263145551567929,20.20620026374247,-4079.952640513664
11352,-6484.27963064119,-0.5124627834194166,0.14555845387225,0.24022933967944182,0.009938456864578437,20.723000426893453,-20278.04065468312
8256,-3121.126852201217,-0.445135853260455,0.13729837606709142,0.398972152241688,0.008572207036055874,20.51042913717607,-44650.04497874953
78519,-972089.2916069333,-0.6815704774331377,0.055793419857893684,0.02647784348679011,0.005812987728703247,20.584502379946358,-17635.543922298482
72179,-324.9585971479804,-0.335298604248744,0.09410091375729951,1.3457099319012562,0.08192927775791004,19.270029969380428,-1500.7606838540923
12511,-1128.3491685406557,-0.40415971158534036,0.06344665433248148,0.6337295741359902,0.020011070727938906,20.554985126572284,-14734.146227727591
76076,-98.91421255412867,-0.5593979677420255,0.04677002808873091,1.7895504848585262,0.05148290774089544,20.38293893589599,-8308.33213885998
76345,-140.75562430874447,-0.3283938824685002,0.10536486463351451,1.39883278987531,0.10267581818620149,18.91165515550315,-2041.3488690211934
83260,-444831.74413773994,-0.6022640721167292,0.19537117105826782,0.039481014332357754,0.001388022000565306,20.618690489171247,-188691.3898626817
10511,-1022.6924159459599,-0.42395473058183897,0.11269586056238992,0.4419185315329992,0.036213969059005514,20.384043559274396,-4275.982486868106
72144,-199.31359640657013,-0.43587911691822656,0.06297888514771609,1.5505243262466002,0.06156340920999029,19.778917534491654,-8649.773648454797
5589,-57.752927313543516,-0.7100557222378618,0.09090570201231607,2.104250316513247,0.06273303215939104,19.769588122538988,-7604.359312283972
5199,-289.02366731933125,-0.41413658836033984,0.04914742985215873,1.4021235934456453,0.033584822150941586,20.098061234641627,-13583.34726175832
5604,-24.380684233417984,-3.3574903328801806,0.0962623450411131,5.152663364921959,0.03752027045310076,20.300202239666792,-24821.943764981836
75389,-1696.007340882591,-0.40289979439351353,0.13552410325985473,0.4950500087701345,0.01723107323153375,20.838478942136632,-8102.710927353237
8379,-282.41645824316043,-0.20035419520026831,0.3518986830167383,0.674517217908579,0.043508580581365384,20.586631893717215,-16130.725124103737
78504,-163279.1277007618,-0.5927822973227661,0.19787586015877007,0.05134523017777186,0.003201906782376135,20.84072468588529,-54996.89265366954
