gauge_id,name,height
72076,"Дымовка (Кун-йоки, Курун-йоки) - P.ДЫMOBKA - ПOC.ЗAЙЦEBO",12.66
72083,Вьюн (Вийси-йоки) - P.BЬЮH - ПOC.ЗAПOPOЖCKOE,4.66
72090,"Янисйоки (Янги-йоки, Янисъёки) - Р.ЯНИС-ЙОКИ - ПОС.ХЯМЕКОСКИ",61.71
72095,Юуванйоки (Юванъёки) - P.ЮУВАН-ЙОКИ - ПГТ ВЯРТСИЛЯ,80.22
72096,"Уксун-йоки (Ууксун-йоки, Куйкка-йоки, Уксун) - P.УKCУH-ЙOKИ - Д.УУKCУ",4.83
72098,Тулема-йоки (Тулема) - P.TУЛEMA-ЙOKИ - ПГT CAЛMИ,4.55
72102,"Эня-йоки (Ана-еги, Майналан-йоки, Эняеки) - P.ЭHЯ-ЙOKИ - Д.PЯЙMЯЛЯ",4.48
72104,Видлица - P.BИДЛИЦA - C.БOЛЬШИE ГOPЫ,35.95
72106,Новзема - P.HOBЗEMA - C.BИДЛИЦA,4.5
72109,Олонка - P.OЛOHKA - C.BEPXOBЬE,6.2
6291,ЗЕЯ - р.Зея - с.Малая Сазанка,134.44
6295,ЗЕЯ - р.Зея - с.Белогорье,123.97
6296,ЗЕЯ - р.Зея - г.Благовещенск,119.74
6302,Арги (Арга) - р.Арги(Арга) - в 0.3км ниже устья р.Амкан,327.62
6319,"Уркан (Левый Уркан, Верхний Уркан) - р.Уркан(Левый Уркан) - устье р.Ижак",317.03
6323,Мульмуга - р.Мульмуга - в 53км от устья,0.0
6329,Унаха - р.Унаха - с.Унаха,428.6
6331,ГИЛЮЙ - р.Гилюй - у перевоза,337.48
6334,Тында - р.Тында - г.Тында,483.52
6299,Ток - р.Ток - пр-к Николаевский,363.61
10150,Алей (Восточный Алей) - P.AЛEЙ - C.ЛOKOTЬ,228.67
10151,Алей (Восточный Алей) - P.AЛEЙ - Г.PУБЦOBCK,207.33
10153,Алей (Восточный Алей) - P.AЛEЙ - Г.AЛEЙCK,150.34
10168,Лосиха (Бол. Лосиха) - P.БOЛЬШAЯ ЛOCИXA - C.KOCИXA,176.64
10172,Касмала - P.KACMAЛA - C.POГOЗИXA,166.18
10174,ЧУМЫШ - P.ЧУMЫШ - C.EЛЬЦOBKA,206.22
10175,ЧУМЫШ - P.ЧУMЫШ - C.KЫTMAHOBO,170.01
10176,ЧУМЫШ - P.ЧУMЫШ - Г.ЗAPИHCK,160.33
10177,ЧУМЫШ - P.ЧУMЫШ - ПГT TAЛЬMEHKA,132.35
10184,Тогул - P.TOГУЛ - C.TOГУЛ,178.86
10127,ЧАРЫШ - P.ЧAPЫШ - C.ЧAPЫШCKOE,427.33
10130,ЧАРЫШ - P.ЧAPЫШ - C.KAPПOBO-2,227.68
10132,ЧАРЫШ - P.ЧAPЫШ - C.БEЛOГЛAЗOBO,158.42
10133,ЧАРЫШ - P.ЧAPЫШ - C.УCTЬ-KAMЫШEHKA,150.33
10134,ЧАРЫШ - P.ЧAPЫШ - CBX ЧAPЫШCKИЙ,148.15
10137,Белая - P.БEЛAЯ - C.БУГPЫШИXA,359.53
10138,Маралиха (Бол. Маралиха) - P.MAPAЛИXA - C.KУЙБЫШEBO,277.14
10139,ЛОКТЕВКА - P.ЛOKTEBKA - C.KУPЬЯ,240.87
10144,Бол. Речка - P.БOЛЬШAЯ PEЧKA - ПГT TPOИЦKOE,203.48
10148,Алей (Восточный Алей) - P.AЛEЙ - C.CTAPO-AЛEЙCKOE,289.21
10394,Серта (Юж. Серта) - P.CEPTA - C.KУPCK-CMOЛEHKA,144.17
10396,Чебула (Бол. Чебула) - P.ЧEБУЛA - ПГT BEPX-ЧEБУЛИHCKИЙ,147.1
10400,ТЯЖИН - P.TЯЖИH - C.PУБИHO,132.75
10402,Четь - P.ЧETЬ - C.KOHTOPKA,118.75
10404,Тюхтет (Еланный Тюхтет) - р.Тюхтет - с.Тюхтет,176.01
10407,ЯЯ - P.ЯЯ - ПГT ЯЯ,130.43
10411,Барзас (Барзасс) - P.БAPЗAC - ПГT БAPЗAC,167.08
10413,Золотой Китат - P.ЗOЛOTOЙ KИTAT - Д.TИXEEBKA,199.39
10414,Алчедат (Бол. Алчедат) - P.AЛЧEДAT - C.TPOИЦKOE,182.18
10416,Китат - P.KИTAT - C.HOBOPOЖДECTBEHKA,117.79
71199,УМБА - р.Умба - пор.Паялка,3.43
71239,Толва - р.Толва - исток,134.92
71241,Ена - р.Ена - пос.Ена,151.41
71245,"Ковдора (Коутеронлатва, Н. и В. Ковдора) - р.Ковдора - г.Ковдор",209.1
71258,"Монча (Ольче, Куцколь) - р.Монча - г.Мончегорск",128.0
71260,Куреньга - р.Куреньга - г.Оленегорск,129.93
71267,ГОЛЬЦОВКА - р.Гольцовка - ст.Имандра,130.09
71268,Малая Белая - р.Малая Белая - ст.Хибины,154.32
71277,Юкспорйок - р.Юкспорйок - г.Кировск,316.76
71288,Нота (Нуорти-йоки) - р.Нота - устье,76.87
75643,БАРЫШ - р.Барыш - г.Карсун,106.92
75645,АЛАТЫРЬ - р.Алатырь - с.Мадаево,119.14
75646,АЛАТЫРЬ - р.Алатырь - пгт.Тургенево,79.11
75648,ИНСАР - р.Инсар - г.Саранск,118.06
75649,ИНСАР - р.Инсар - д.Языковка,99.26
75656,ПЬЯНА - р.Пьяна - с.Гагино,108.28
75658,ПЬЯНА - р.Пьяна - д.Камкино,76.5
75664,Урга - р.Урга - с.Покровский Майдан,69.0
75673,Ветлуга - Р.ВЕТЛУГА - С.КАЖИРОВО,112.4
75674,Ветлуга - Р.ВЕТЛУГА - С.МИХАЙЛОВИЦЫ,105.3
70395,ВАШКА - р.Вашка - с.Важгорт,52.18
70399,Пёза - р.Пёза - д.Сафоново,48.58
70401,Пёза - р.Пёза - д.Игумново,11.52
70403,Пёша (Тёша) - р.Пёша - д.Волоковая,7.06
70408,ПЕЧОРА - р.Печора - с.Усть-Унья,143.07
70410,ПЕЧОРА - р.Печора - д.Якша,118.95
70414,ПЕЧОРА - р.Печора - с.Троицко-Печорск,94.2
70420,ПЕЧОРА - р.Печора - пос.Кырта,63.85
70421,ПЕЧОРА - р.Печора - с.Усть-Щугор,57.97
70394,ВАШКА - р.Вашка - д.Вендинга,72.67
8109,Иркут - р.Иркут - г.Иркутск,424.07
8120,ОЛХА - р.Олха - д.Олха,450.1
8129,Ушаковка (Правая Ушаковка) - р.Ушаковка - пос.Добролет,546.32
8134,Ушаковка (Правая Ушаковка) - р.Ушаковка - г.Иркутск,426.14
8139,Куда - р.Куда - с.Ахины,648.0
8145,Куда - р.Куда - д.Грановщина,429.7
8147,Мурин - р.Мурин - д.Загатуй,574.5
8150,Харат - р.Харат - с.Харат,539.5
8155,КИТОЙ - р.Китой - пос.Дабады,749.78
8156,КИТОЙ - р.Китой - с.Раздолье,511.67
72004,Петровка (Килпен-йоки) - P.ПETPOBKA - ПOC.ДPУЖHOCEЛЬE,9.87
72007,"Перовка (Теро-йоки, Перо-йоки) - P.ПEPOBKA - ПOC.ГOHЧAPOBO",-0.85
72008,ГОРОХОВКА - P.ГOPOXOBKA - ПOC.TOKAPEBO,3.15
72027,канал Ново-Ладожский (Новый Сясьский) - KAH.HOBOЛAДOЖCKИЙ - ПГТ HOBAЯ CBИPИЦA,0.0
72033,Старо-Ладожский - KAH.CTAPOЛAДOЖCKИЙ - C.CЯCЬCKИE PЯДKИ,0.0
72039,МГА - P.MГA - Д.ГOPЫ,5.88
72043,ТОСНА - P.TOCHA - CT.TOCHO,24.69
72055,ОХТА - P.OXTA - Д.HOBOE ДEBЯTKИHO,8.54
72064,Авлога (Вуолен-йоки) - P.ABЛOГA - Д.MATOKCA,35.19
72002,СЕЛЕЗНЕВКА - Р.СЕЛЕЗНЕВКА - СТ.ЛУЖАЙКА,7.35
70468,Уса - Р.Уса - с. Адзьва,38.97
70471,Уса - р.Уса - пос.Усинск,30.5
70486,Бол. Кочмес - р.Большой Кочмес - пос.Кочмес,61.06
70487,КОСЬЮ - р.Косью - р.п.Косью,60.55
70494,АДЗЬВА - р.Адзьва - д.Харута,45.25
70497,Хоседа-Ю (Хоседа) - р.Хоседа-Ю - пос.Хоседа-Хард,57.58
70499,КОЛВА - р.Колва - с.Хорей-Вер,57.42
70505,Лая - р.Лая - гм.ст.Мишвань,48.65
70509,ИЖМА - р.Ижма - с.Усть-Ухта,65.57
70512,ИЖМА - р.Ижма - д.Картайоль,35.94
75201,Мотома - р.Мотома - д.Аннино,134.88
75202,Куность - р.Куность - д.Ростани,122.9
75203,"Мегра (Илекса, Быча) - р.Мегра - д.Старое Село",117.47
75206,Тумба - р.Тумба - д.Тумбаж,135.12
75208,Шола (Ломна) - р.Шола - д.Смолино,113.03
75209,Кема - р.Кема - д.Игнатово,140.55
75210,Кема - р.Кема - д.Левково,120.77
75211,Индоманка (Большая Индоманка) - р.Индоманка - д.Малеево,135.1
75217,Согожа - Р.СОГОЖА - Д.АНДРЮШИНО,104.67
75219,Черемуха (Черемха) - Р.ЧЕРЕМУХА - Д.ДМИТРИЕВКА,93.5
70085,Сухона - р.Сухона - д.Рабаньга,105.74
70087,Сухона - р.Сухона - с.Наремы,104.71
70091,Сухона - р.Сухона - г.Тотьма,98.48
70094,Сухона - р.Сухона - д.Берёзовая,81.46
70096,Сухона - р.Сухона - пос. Полдарса,
70098,Сухона - р.Сухона - д.Каликино,54.29
70101,Сухона - р.Сухона - г.Великий Устюг,49.34
70102,Бол. Ельма (Ельма) - р.Большая Ельма - д.Филютино,112.0
70117,Кубена (Кубина) - р.Кубена - с.Троице-Енальское,146.52
70118,Кубена (Кубина) - р.Кубена - д.Савинская,125.68
75254,Тебза - Р.ТЕБЗА - С.БОРОК,90.36
75257,Шача - Р.ШАЧА - Д.РЯБЦОВО,87.14
75259,Обнора - Р.ОБНОРА - С.ШАРНА,87.9
75263,Меза - Р.МЕЗА - Д.ЯМКОВО,87.9
75265,Стежера - Р.СТЕЖЕРА - Д.ШОЛОХОВО,87.0
75266,Шача - Р.ШАЧА - Г.ПРИВОЛЖСК,82.72
75267,Сунжа - Р.СУНЖА - ПГТ НОВОПИСЦОВО,91.6
75271,Томна - Р.ТОМНА - Д.ЛУГОВОЕ,83.25
75273,Мера - Р.МЕРА - Д.МАЛОБЕРЕЗОВО,94.28
75274,Медоза - Р.МЕДОЗА - С.ЗАБОРЬЕ,93.95
5803,АМУР - р.Амур - с.Тахта,-2.1
5805,АМУР - р.Амур - г.Николаевск,-1.1
6001,АМУР - р.Амур - гм.ст.Покровка,301.99
6005,АМУР - р.Амур - с.Джалинда,250.94
6010,АМУР - р.Амур - с.Черняево,199.53
6016,АМУР - р.Амур - с.Кумара,160.53
6018,"Аргунь (Хайлар) - р.Аргунь, протока Прорва - гп Молоканка",540.03
6020,АМУР - р.Амур - с.Сергеевка,133.18
6022,АМУР - р.Амур - г.Благовещенск,119.88
6003,АМУР - р. Амур - с. Игнашино,285.16
78173,Савала - Р.САВАЛА - Г.ЖЕРДЕВКА,103.73
78182,Бузулук - р.Бузулук - ст-ца,86.33
78188,Кардаил - р.Кардаил - х.Андреевский,94.0
78191,Кумылга - р.Кумылга - х.Ярской,63.91
78196,Медведица - р.Медведица - пгт Лысые Горы,126.62
78202,Медведица - р.Медведица - ст-ца Арчединская,63.51
78205,"Аткара (Еткара, Иткара) - р.Аткара - г.Аткарск",147.03
78218,Терса - р.Терса - пгт Елань,112.96
78224,Арчеда (Арчада) - р.Арчеда - х.Нижнянский,64.51
78200,Медведица - р. Медведица - х. Красный,86.67
7009,ТЫЯ - р.Тыя - гп Тыя,504.99
7011,Гоуджокит (Гоуджекит) - р.Гоуджокит (Гоуджекит) - гп Гоуджекит,652.89
7012,Холодная - р.Холодная - пос.Холодный (пос.Холодная),486.92
7013,Верхняя Ангара - р.Верхняя Ангара - с.Уоян,482.25
7015,Верхняя Ангара - р.Верхняя Ангара - с.Верхняя Заимка,454.66
7016,Ангаракан - р.Ангаракан - гп Ангаракан,669.5
7017,Янчуй - р.Янчуй - гп Янчуй,516.53
7020,Давше (Давша) - р.Давше (Давша) - пос.Давше,454.29
7021,БАРГУЗИН - р.Баргузин - с.Тасса,557.8
7022,БАРГУЗИН - р.Баргузин - с.Могойто,494.59
72646,Гдовка - P.ГДOBKA - Д.УCTЬE,28.0
72649,Желча - P.ЖEЛЧA - ПOC.ЯMM,29.19
72654,Великая - P.BEЛИKAЯ - Г.OПOЧKA,81.0
72660,Великая - P.BEЛИKAЯ - Д.ГУЙTOBO,43.43
72661,Великая - P.BEЛИKAЯ - Д.ПЯTOHOBO,39.64
72665,Великая - P.BEЛИKAЯ - Г.ПCKOB,29.26
72668,Алоля (Алоль) - P.AЛOЛЯ - Д.EPMOЛOBO,146.63
72682,Сороть (Сорать) - P.COPOTЬ - Д.OCИHKИHO,64.48
72696,Утроя (Ритупе) - P.УTPOЯ - Д.БOЛЬШAЯ ГУБA,48.77
72697,Лада - P.ЛAДA - Д.PУШЛЯKИ,73.5
8389,Видим - р.Видим - пос.Каймоновский,44.0
8403,БИРЮСА - р.Бирюса (Она) - с. Почет,50.0
8410,Иркут - р.Иркут - с.Баклаши,440.0
8411,Белая (Большая Белая) - р.Белая(Большая Белая) - пос.Большебельск,455.21
8412,Уда (Чуна) - р.Уда - с.Порог,467.85
8413,Туманшет (Прав. Туманшет) - р.Туманшет - пос.Венгерка,284.0
8582,Пойма - р.Пойма - с. Новониколаевка,302.07
8414,АНГАРА - р.Ангара - п. Таёжный,165.0
8397,АНГАРА - р. Ангара - с. Сыромолотово,134.78
8982,АНГАРА - р.Ангара (вдхр Богучанское) - пос.Таёжный,163.45
8359,Решеты - р.Решеты - ст.Решеты,252.81
8361,Усолка - р.Усолка - с.Троицкое,114.97
8364,Татарка - р.Татарка - д.Татарка,86.04
8367,Орлик - р.Орлик - с.Орлик,1367.0
8374,Каменка - р.Каменка - д.Каменка,109.47
8375,Мура - р.Мура - с.Червянка,210.87
8376,АНГАРА - р.Ангара - ГЭС Усть-Илимская,206.04
8379,Зун-Мурин (Дзон-Мурин) - р.Зун-Мурин - улус Зун-Мурин,703.81
8380,Ока (Аха) - р.Ока - с.Орлик,1358.68
8384,ОДА - р.Ода - с.Савватеевка,47.0
12014,Тобол - р.Тобол - г.Курган,62.8
12017,Тобол - р.Тобол - с.Упорово,53.82
12018,Тобол - р.Тобол - г.Ялуторовск,49.3
12022,Тобол - р.Тобол - с.Иевлево,38.56
12040,Уй - р.Уй - с.Степное,252.89
12043,Уй - р.Уй - Троицкий плдп. (пос. Плодовый),161.34
12059,Увелька - р.Увелька - с.Красносельское,202.04
12061,Увелька - р.Увелька - Карсинский з/свхз. (пос. Родники),168.71
12092,Юргамыш (Исток) - р.Юргамыш - с.Петровское,106.96
12098,Емуртла - р.Емуртла - с.Емуртла,66.7
3362,Ыгыатта - р.Ыгыатта - г.п.Хампа,124.97
3365,МАРХА - р.Марха - гм.ст.Шалагонцы,218.05
3366,МАРХА - р.Марха - гм.ст.Чумпурук,122.44
3367,МАРХА - р.Марха - с.Малыкай,104.55
3383,Моркока - р.Моркока - гм.ст.Хабардино,223.47
3388,Чилии - р.Чилии - г.п.Чилии,138.49
3390,ТАНГНАРЫ - р.Тангнары - с.Чай,98.94
3398,Еремейка - р.Еремейка - г.п.Еремейка,36.28
3401,Хета - р.Хета - с.Волочанка,18.8
3403,Малая Куонапка (Малая Куонашка) - р.Малая Куонапка - с.Джалинда,31.32
72110,Олонка - P.OЛOHKA - Г.OЛOHEЦ,3.74
72113,Мегрега - P.MEГPEГA - Д.KУЙTEЖA,23.83
72130,Ивина (Ивенка) - P.ИBИHA - ПГT ЛAДBA,53.45
72142,Яндеба - P.ЯHДEБA - CT.ЯHДEБA,40.37
72144,Оять - P.OЯTЬ - Д.MИHИHCKAЯ,125.86
72145,Оять - P.OЯTЬ - Д.TИMOФEEBCKAЯ,52.84
72148,Оять - P.OЯTЬ - Д.AKУЛOBA ГOPA,8.93
72154,Паша - P.ПAШA - Д.ПOPEЧЬE,71.34
72155,Паша - P.ПAШA - HИЖE Д.ДУБPOBO,39.83
72156,Паша - P.ПAШA - C.ЧACOBEHCKOE,3.52
70425,ПЕЧОРА - р.Печора - с.Усть-Кожва,41.67
70427,ПЕЧОРА - р.Печора - с.Усть-Уса,28.38
70429,ПЕЧОРА - р.Печора - д.Мутный Материк,21.02
70432,ПЕЧОРА - р.Печора - р.п.Щельяюр,12.95
70436,ПЕЧОРА - р.Печора - с.Ермицы,0.67
70442,Илыч - р.Илыч - кордон Шежимдикост,148.06
70444,Илыч - р.Илыч - пос.Приуральск,113.28
70458,Чикшина (Чикишна) - р.Чикшина - ст.Чикшино,56.4
70459,Рыбница - р.Рыбница - пос.Талый,84.81
70466,Уса - р.Уса - с.Петрунь,46.58
75740,ЯВАС - р.Явас - пгт.Явас,104.04
75744,ОРЛИК - P.OPЛИK - Г.OPEЛ,150.1
75749,Сара - Р.САРА - ПГТ ПЕТРОВСКОЕ,104.1
75751,Мокза (Могза) - Р.МОКЗА - Д.ЮРКИНО,108.55
75752,НЯНЬГА - р.Няньга - с.Назимкино,149.0
75755,Ветлуга - р.Ветлуга - с.Черновское,129.35
75758,ПОСТНА - Р.ПОСТНА - С.ГОРКИНО,100.0
75761,ВОРОНКА - Р.ВОРОНКА - С.ЯСНАЯ ПОЛЯНА,180.5
75764,РАНОВА - Р.РАНОВА - С.ТРОИЦА,90.6
75765,Вига - Р.ВИГА - П.СЕРЕБРЯНЫЙ БРОД,142.4
75768,МОСКВА - Р.МОСКВА - ПОС.МАРФИН БРОД,161.0
3210,Ботома - р.Ботома - г.п.Бролог,111.01
3214,Шестаковка - р.Шестаковка - г.п.Камырдагыстах,102.16
3218,АЛДАН - р.Алдан - г.п.Суон-Тит,390.76
3219,АЛДАН - р.Алдан - г.Томмот,272.62
3220,АЛДАН - р.Алдан - с.Угино,216.64
3221,АЛДАН - р.Алдан - р.п.Чагда,175.52
3222,АЛДАН - р.Алдан - с.Усть-Миль,152.55
3223,АЛДАН - р.Алдан - с.Чаран,150.81
3224,АЛДАН - р.Алдан - р.п.Эльдикан,139.15
3225,АЛДАН - р.Алдан - с.Охотский Перевоз,125.28
1534,Дукча - р.Дукча - устье,4.76
1538,Магаданка - р.Магаданка - г.Магадан,132.13
1551,"Армань (в верховье Ахчан, Агчах, Артельный) - р.Армань - у моста",5.0
1556,Хасын - р.Хасын - пос.Хасын,252.6
1563,Уптар - р.Уптар - р.п.Уптар,184.79
1566,Тауй (в верховье Кава) - р.Тауй - с.Талон,13.04
1569,Уда (Уд) - р.Уда - с.Удское,0.0
1575,"Тугур - р.Тугур,протока Гадек - мет.ст.Бурукан",132.99
1576,Иска (Бол. Иска) - р.Иска(Большая Иска) - с.Власьево,2.51
1578,Ясачная (в верховье Прав. Ясачная) - р.Ясачная - с.Нелемное,30.0
77835,"пр. Сарбай - р.Волга,рук.Бузан,пр.Сарбай - с.Большой Могой",-28.0
77856,"пр. Зеленга - р.Волга,рук.Болда,пр.Зеленга - с.Зеленга",-28.0
77863,"пр. Прямая Болда (пр. Большая Болда) - р.Волга,рук.Болда,пр.Болда - с.Килинчи",-28.0
77871,"рук. Камызяк (рук. Кизань, рук. Тизань) - р.Волга, рук.Камызяк - г.Камызяк",28.0
77874,"пр. Табола - р.Волга, рук.Камызяк, пр.Табола - с.Каралат",-28.0
77877,"Никитинский Банк - р.Волга, Никитинский банк - с.Караульное",-28.0
77881,"рук. Старая Волга (Волга, пр. Старая Волга) - р.Волга,рук.СтараяВолга - с.Самосделка",-28.0
77890,"пр. Хурдун - р.Волга, рук.Бахтемир, пр.Хурдун - с.Икряное",-28.0
78001,ДОН - Р.ДОН - ПГТ ЕПИФАНЬ,150.83
77847,"пр. Обжорово - р.Волга,пр.Обжорово - Кордон 1",-28.0
3404,Оленёк - р.Оленек - гм.ст.Ярольин,214.88
3405,Оленёк - р.Оленек - с.Оленек,99.72
3407,Оленёк - р.Оленек - гм.ст.Сухана,44.45
3414,ЯНА - р.Яна - г.Верхоянск,124.91
3416,ЯНА - р.Яна - р.п.Батагай,117.97
3420,ЯНА - р.Яна - пос.Сайды,75.52
3422,Сартанг - р.Сартанг - с.Юнкюр,193.43
3424,Сартанг - р.Сартанг - с.Бала,135.99
3426,Юнкюр - р.Юнкюр - 4.1 км от устья,194.6
3421,Юнкюр - р.Юнкюр - 4.1 км от устья,194.6
12320,Нейва - р.Нейва - д.Черемшанка,179.54
12346,Реж - р.Реж - д.Ключи,77.3
12354,Бобровка - р.Бобровка - с.Липовское,193.82
12383,Пышма - р.Пышма - с.Богандинское,50.52
12401,Юрмыч - р.Юрмыч - р.п.Пышма,71.6
