"Платформа: идентификатор локальный","Платформа: название","Широта точки (град., дес.доли град)","Долгота точки (град., дес.доли град)","Дата и время","Уровень воды над нулем поста","Уровень воды: аномалия","Уровень воды: среднее","Температура воды","Температура воздуха","Лед (припай): толщина","Осадки: количество  (код)","Осадки: длительность выпадения  (код)","Снег: высота","Дата","Организация: вид деятельности","Платформа: тип","Организация: идентификатор локальный","Организация: название","Геообъект: код","Геообъект: название","Geometry (точка, поверхность, сетка)","Единица данных::номер"
"78404","СТАРЫЙ ОСКОЛ","51.28","37.83","2023-02-21 08:00:00","141.0","1.0","","2.0","-2.0","","","","","2023-02-21 04:00:00.0","53","ГП","37","ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОЕ УГМС","107001179","Р.OCKOЛEЦ","","835"
"78404","СТАРЫЙ ОСКОЛ","51.28","37.83","2023-02-19 08:00:00","","","","","","","","","","2023-02-20 04:00:00.0","53","ГП","37","ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОЕ УГМС","107001179","Р.OCKOЛEЦ","","836"
"78404","СТАРЫЙ ОСКОЛ","51.28","37.83","2023-02-20 08:00:00","","","","","","","","","","2023-02-20 04:00:00.0","53","ГП","37","ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОЕ УГМС","107001179","Р.OCKOЛEЦ","","837"
"78404","СТАРЫЙ ОСКОЛ","51.28","37.83","2023-02-19 08:00:00","136.0","1.0","","2.0","-1.0","","","","","2023-02-19 04:00:00.0","53","ГП","37","ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНОЕ УГМС","107001179","Р.OCKOЛEЦ","","838"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-24 08:00:00","120.0","1.0","119.0","","","","","","","2023-02-25 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","839"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-25 08:00:00","119.0","-1.0","119.0","","","44","","","4","2023-02-25 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","840"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-22 08:00:00","122.0","-1.0","122.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","841"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-23 08:00:00","119.0","-3.0","121.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","842"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-20 08:00:00","122.0","-1.0","123.0","","","43","","","3","2023-02-21 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","843"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-21 08:00:00","123.0","1.0","123.0","","","","","","","2023-02-21 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","844"
"75079","ВЕРБИЛКИ","56.53","37.6","2023-02-19 08:00:00","123.0","0.0","122.0","","","","","","","2023-02-19 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000306","P.ДУБHA","","845"
"75104","КАШИН","57.35","37.61","2023-02-25 08:00:00","73.0","-2.0","73.0","","","18","","","2","2023-02-25 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","846"
"75104","КАШИН","57.35","37.61","2023-02-24 08:00:00","75.0","0.0","75.0","","","","","","","2023-02-24 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","847"
"75104","КАШИН","57.35","37.61","2023-02-22 08:00:00","75.0","0.0","75.0","","","","","","","2023-02-22 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","848"
"75104","КАШИН","57.35","37.61","2023-02-23 08:00:00","75.0","0.0","75.0","","","","","","","2023-02-23 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","849"
"75104","КАШИН","57.35","37.61","2023-02-21 08:00:00","75.0","0.0","75.0","","","","","","","2023-02-21 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","850"
"75104","КАШИН","57.35","37.61","2023-02-20 08:00:00","75.0","2.0","75.0","","","17","","","2","2023-02-20 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","851"
"75104","КАШИН","57.35","37.61","2023-02-19 08:00:00","74.0","0.0","74.0","","","","","","","2023-02-19 06:00:00.0","53","ГП","42","ЦЕНТРАЛЬНОЕ УГМС","110000429","P.KAШИHKA","","852"
"75951","КИСНЕМА","60.31","37.71","2023-02-22 08:00:00","286.0","-1.0","287.0","","","","","","","2023-02-22 04:00:00.0","","","","","","","","853"
"75951","КИСНЕМА","60.31","37.71","2023-02-21 08:00:00","287.0","-1.0","287.0","","","","","","","2023-02-21 04:00:00.0","","","","","","","","854"
"75951","КИСНЕМА","60.31","37.71","2023-02-19 08:00:00","289.0","0.0","289.0","","","","","","","2023-02-20 04:00:00.0","","","","","","","","855"
"75951","КИСНЕМА","60.31","37.71","2023-02-20 08:00:00","288.0","-1.0","288.0","","","37","","","7","2023-02-20 04:00:00.0","","","","","","","","856"
"75951","КИСНЕМА","60.31","37.71","2023-02-20 08:00:00","","","","","","","","","","2023-02-20 04:00:00.0","","","","","","","","857"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 18:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 15:06:00.0","","","","","","","","858"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 17:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 14:06:00.0","","","","","","","","859"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 16:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 13:06:00.0","","","","","","","","860"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 15:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 12:06:00.0","","","","","","","","861"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 14:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 11:06:00.0","","","","","","","","862"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 13:00:00","283.0","-1.0","","0.1","","","","","","2023-02-25 10:06:00.0","","","","","","","","863"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 12:00:00","284.0","1.0","","0.1","","","","","","2023-02-25 09:06:00.0","","","","","","","","864"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 11:00:00","283.0","-1.0","","0.1","","","","","","2023-02-25 08:06:00.0","","","","","","","","865"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-26 00:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 21:07:00.0","","","","","","","","866"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 09:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 06:06:00.0","","","","","","","","867"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 10:00:00","284.0","1.0","","0.1","","","","","","2023-02-25 07:06:00.0","","","","","","","","868"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 23:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 20:06:00.0","","","","","","","","869"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 22:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 19:06:00.0","","","","","","","","870"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 21:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 18:06:00.0","","","","","","","","871"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 20:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 17:07:00.0","","","","","","","","872"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 19:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 16:07:00.0","","","","","","","","873"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 07:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 04:06:00.0","","","","","","","","874"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 06:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 03:06:00.0","","","","","","","","875"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 05:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 02:06:00.0","","","","","","","","876"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 04:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 01:06:00.0","","","","","","","","877"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 03:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 00:06:00.0","","","","","","","","878"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 02:00:00","284.0","0.0","","0.1","","","","","","2023-02-23 23:06:00.0","","","","","","","","879"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 01:00:00","284.0","0.0","","0.1","","","","","","2023-02-23 22:06:00.0","","","","","","","","880"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 00:00:00","284.0","0.0","","0.1","","","","","","2023-02-23 21:07:00.0","","","","","","","","881"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 09:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 06:06:00.0","","","","","","","","882"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 23:00:00","284.0","0.0","","0.1","","","","","","2023-02-23 20:07:00.0","","","","","","","","883"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 21:00:00","284.0","0.0","","0.1","","","","","","2023-02-23 18:07:00.0","","","","","","","","884"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 18:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","885"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 20:00:00","284.0","-1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","886"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 17:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","887"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 16:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","888"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 15:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","889"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 14:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","890"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 12:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","892"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 11:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","893"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 10:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","894"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 09:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","895"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 08:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","896"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 07:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","897"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 06:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","898"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 05:00:00","285.0","-1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","899"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 04:00:00","286.0","1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","900"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 22:00:00","286.0","1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","901"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 03:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","902"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 02:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","903"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 01:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","904"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 00:00:00","285.0","-1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","905"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 23:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","906"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 21:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","907"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 20:00:00","285.0","-1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","908"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 19:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","909"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 18:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","910"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 17:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","911"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 15:00:00","286.0","1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","912"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 16:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","913"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 14:00:00","285.0","-1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","914"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 13:00:00","286.0","0.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","915"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 12:00:00","286.0","1.0","","0.1","","","","","","2023-02-23 17:07:00.0","","","","","","","","916"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 08:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 05:06:00.0","","","","","","","","917"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-23 19:00:00","285.0","0.0","","0.1","","","","","","2023-02-23 16:06:00.0","","","","","","","","918"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 08:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 05:06:00.0","","","","","","","","919"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 07:00:00","283.0","0.0","","0.1","","","","","","2023-02-25 04:06:00.0","","","","","","","","920"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 06:00:00","283.0","-1.0","","0.1","","","","","","2023-02-25 03:06:00.0","","","","","","","","921"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 05:00:00","284.0","1.0","","0.1","","","","","","2023-02-25 02:06:00.0","","","","","","","","922"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 04:00:00","283.0","-1.0","","0.1","","","","","","2023-02-25 01:06:00.0","","","","","","","","923"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 03:00:00","284.0","1.0","","0.1","","","","","","2023-02-25 00:06:00.0","","","","","","","","924"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 02:00:00","283.0","0.0","","0.1","","","","","","2023-02-24 23:06:00.0","","","","","","","","925"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 01:00:00","283.0","-1.0","","0.1","","","","","","2023-02-24 22:06:00.0","","","","","","","","926"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-25 00:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 21:06:00.0","","","","","","","","927"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 23:00:00","284.0","1.0","","0.1","","","","","","2023-02-24 20:06:00.0","","","","","","","","928"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 22:00:00","283.0","-1.0","","0.1","","","","","","2023-02-24 19:06:00.0","","","","","","","","929"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 21:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 18:06:00.0","","","","","","","","930"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 20:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 17:07:00.0","","","","","","","","931"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 19:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 16:07:00.0","","","","","","","","932"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 18:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 15:06:00.0","","","","","","","","933"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 17:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 14:06:00.0","","","","","","","","934"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 16:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 13:06:00.0","","","","","","","","935"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 15:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 12:06:00.0","","","","","","","","936"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 14:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 11:06:00.0","","","","","","","","937"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 13:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 10:06:00.0","","","","","","","","938"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 12:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 09:06:00.0","","","","","","","","939"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 11:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 08:06:00.0","","","","","","","","940"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-24 10:00:00","284.0","0.0","","0.1","","","","","","2023-02-24 07:06:00.0","","","","","","","","941"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 08:00:00","287.0","-1.0","288.0","","","","","","","2023-02-22 04:00:00.0","","","","","","","","942"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 21:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 09:37:00.0","","","","","","","","943"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 18:00:00","286.0","-1.0","","0.1","","","","","","2023-02-22 09:37:00.0","","","","","","","","944"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 20:00:00","286.0","-1.0","","0.1","","","","","","2023-02-22 09:37:00.0","","","","","","","","945"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 19:00:00","287.0","1.0","","0.1","","","","","","2023-02-22 09:37:00.0","","","","","","","","946"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 17:00:00","287.0","0.0","","0.1","","","","","","2023-02-22 09:37:00.0","","","","","","","","947"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 08:00:00","287.0","-1.0","287.0","","","","","","","2023-02-22 04:00:00.0","","","","","","","","948"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 16:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 13:06:00.0","","","","","","","","949"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 15:00:00","287.0","1.0","","0.1","","","","","","2023-02-21 12:06:00.0","","","","","","","","950"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 22:00:00","287.0","1.0","","0.1","","","","","","2023-02-22 10:27:00.0","","","","","","","","951"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 23:00:00","286.0","-1.0","","0.1","","","","","","2023-02-22 10:27:00.0","","","","","","","","952"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 07:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","953"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 05:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","954"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 02:00:00","286.0","-1.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","955"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 00:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","956"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 03:00:00","287.0","1.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","957"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 01:00:00","287.0","1.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","958"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 09:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","959"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 10:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","960"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 08:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","961"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 11:00:00","285.0","-1.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","962"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 06:00:00","286.0","0.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","963"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-22 04:00:00","286.0","-1.0","","0.1","","","","","","2023-02-22 10:11:00.0","","","","","","","","964"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 10:00:00","287.0","1.0","","0.1","","","","","","2023-02-21 07:06:00.0","","","","","","","","965"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 20:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 17:06:00.0","","","","","","","","966"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 19:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 16:06:00.0","","","","","","","","967"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 18:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 15:06:00.0","","","","","","","","968"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 17:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 14:06:00.0","","","","","","","","969"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 16:00:00","287.0","-1.0","","0.1","","","","","","2023-02-20 13:06:00.0","","","","","","","","970"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 15:00:00","288.0","1.0","","0.1","","","","","","2023-02-20 12:06:00.0","","","","","","","","971"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 14:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 11:06:00.0","","","","","","","","972"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 13:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 10:06:00.0","","","","","","","","973"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 13:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 10:06:00.0","","","","","","","","974"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 12:00:00","287.0","-1.0","","0.1","","","","","","2023-02-20 09:06:00.0","","","","","","","","975"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 07:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 04:06:00.0","","","","","","","","976"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 11:00:00","288.0","0.0","","0.1","","","","","","2023-02-20 08:06:00.0","","","","","","","","977"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 09:00:00","286.0","-1.0","","0.1","","","","","","2023-02-21 06:06:00.0","","","","","","","","978"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 06:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 03:06:00.0","","","","","","","","979"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 05:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 02:06:00.0","","","","","","","","980"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 04:00:00","286.0","-1.0","","0.1","","","","","","2023-02-21 01:06:00.0","","","","","","","","981"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 10:00:00","288.0","1.0","","0.1","","","","","","2023-02-20 07:06:00.0","","","","","","","","982"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 03:00:00","287.0","0.0","","0.1","","","","","","2023-02-21 00:06:00.0","","","","","","","","983"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 02:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 23:06:00.0","","","","","","","","984"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 01:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 22:07:00.0","","","","","","","","985"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-21 00:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 21:07:00.0","","","","","","","","986"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 23:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 20:07:00.0","","","","","","","","987"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 07:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 04:07:00.0","","","","","","","","988"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 06:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 03:06:00.0","","","","","","","","989"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 05:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 02:06:00.0","","","","","","","","990"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 04:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 01:06:00.0","","","","","","","","991"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 03:00:00","287.0","0.0","","0.1","","","","","","2023-02-20 00:06:00.0","","","","","","","","992"
"75952","БЕЛОЗЕРСК","60.03","37.78","2023-02-20 02:00:00","288.0","0.0","","0.1","","","","","","2023-02-19 23:06:00.0","","","","","","","","993"
