date,q_mm_day,q_mm_day_pred
2019-04-12,1.1903437181072771,1.3448584113739313
2019-04-13,1.0987788167144097,1.672028671764282
2019-04-14,0.9614314646251083,1.8820443335562185
2019-04-15,0.8561318280233109,1.5142549220861588
2019-04-16,0.7563260855050854,1.0965264126313117
2019-04-17,0.7023027936832934,0.9102129466780826
2019-04-18,0.630882170596857,0.7366142246388444
2019-04-19,0.5951718590536387,0.6295356169062009
2019-04-20,0.5475581103293476,0.5495004549537117
2019-04-21,0.5145947458279153,0.5169703937973937
2019-04-22,0.46698099710362406,0.4723774408329254
2019-04-23,0.4349332816161206,0.4258859613544961
2019-04-24,0.40837946021218896,0.3790988846499766
2019-04-25,0.36809090359932717,0.3676759455993412
2019-04-26,0.3287179960003943,0.34820005001230375
2019-04-27,0.30216417459646266,0.18864647707546842
2019-04-28,0.30216417459646266,0.2799761521850781
2019-04-29,0.28110424727610306,0.3476951983924864
2019-04-30,0.26004431995574345,0.39146985348855873
2019-05-01,0.23898439263538415,0.38259264940959775
2019-05-02,0.2289122534821687,0.3538578999131539
2019-05-03,0.23898439263538415,0.5054767842268241
2019-05-04,0.24905653178859935,0.3181936664990565
2019-05-05,0.2710321081228876,0.3306091853368579
2019-05-06,0.28110424727610306,0.31434988676185577
2019-05-07,0.29117638642931853,0.36172235335839686
2019-05-08,0.3149832607914641,0.41759298625552493
2019-05-09,0.3287179960003943,0.4907600475140405
2019-05-10,0.3287179960003943,0.3784460167461082
2019-05-11,0.3287179960003943,0.36507114922805034
2019-05-12,0.36809090359932717,0.48069073189245254
2019-05-13,0.4990287125911278,0.36073035402724674
2019-05-14,0.5475581103293476,0.5610480469337588
2019-05-15,0.5631241435661349,0.6252739088375618
2019-05-16,0.5145947458279153,0.6901771629119046
2019-05-17,0.45049931485290784,0.6548645407294303
2019-05-18,0.39556037401718747,0.5791459399390815
2019-05-19,0.3287179960003943,0.48369052858255424
2019-05-20,0.28110424727610306,0.383415010470105
2019-05-21,0.23898439263538415,0.08491884192253794
2019-05-22,0.21792446531502457,0.03325071058042845
2019-05-23,0.2289122534821687,0.07528675479491653
2019-05-24,0.2289122534821687,0.25294953962938443
2019-05-25,0.21792446531502457,0.07124837717838983
2019-05-26,0.20693667714788044,0.29822017499240033
2019-05-27,0.196864537994665,0.24989735678384897
2019-05-28,0.196864537994665,0.14777337648880906
2019-05-29,0.21792446531502457,0.14246771827559804
2019-05-30,0.4990287125911278,0.16923820461428177
2019-05-31,0.5786901768029225,0.3873808310846459
2019-06-01,0.5493894083572047,0.5283316593963411
2019-06-02,0.4624027520339807,0.6625400557415022
2019-06-03,0.3735847976828992,0.576636048126388
2019-06-04,0.28110424727610306,0.494584381974709
2019-06-05,0.21059927320359517,0.3982146072791564
2019-06-06,0.1648168225071613,0.11863666120136382
2019-06-07,0.1300221599778718,0.21512978280029227
2019-06-08,0.10896223265751222,0.09001539085602582
2019-06-09,0.09614314646251074,0.07477871066701183
2019-06-10,0.08332406026750952,0.13172971732370878
2019-06-11,0.07416757012822248,0.00950853583362685
2019-06-12,0.07233627210036539,0.07843863096118049
2019-06-13,0.06592672900286438,-0.03322013752181785
2019-06-14,0.06317978196107861,-0.07541457367164098
2019-06-15,0.05768588787750655,0.026763389032876398
2019-06-16,0.055854589849649194,0.11108434797866391
2019-06-17,0.05493894083572052,0.02480246349720766
2019-06-18,0.05036069576607713,0.1404004241750181
2019-06-19,0.049445046752148454,0.16213168161178274
2019-06-20,0.04578245069643374,0.1259884268705749
2019-06-21,0.044866801682505064,-0.03935352601368308
2019-06-22,0.041204205626790356,0.07962682442570027
2019-06-23,0.038457258585004324,0.18295510583970082
2019-06-24,0.03754160957107564,0.1808625619024298
2019-06-25,0.03479466252928961,0.19321568171852338
2019-06-26,0.03296336450143226,0.06041576189591106
2019-06-27,0.033879013515360934,0.10826841073159428
2019-06-28,0.03754160957107564,0.18106456059595832
2019-06-29,0.03479466252928961,0.18268722538836915
2019-06-30,0.03479466252928961,0.1790441383186612
2019-07-01,0.03479466252928961,0.15522802798683605
2019-07-02,0.03571031154321829,0.11593188128133645
2019-07-03,0.03479466252928961,0.13243961503113802
2019-07-04,0.03754160957107564,0.2683107276338061
2019-07-05,0.039372907598933,0.13804754571462197
2019-07-06,0.04578245069643374,0.15557702716638783
2019-07-07,0.05493894083572052,0.23955116364268314
2019-07-08,0.062264132947149664,0.12735496544597583
2019-07-09,0.07233627210036539,0.13049015350178306
2019-07-10,0.0796614642117948,0.17336277994916763
2019-07-11,0.0851553582953666,0.13077878525568265
2019-07-12,0.09156490139286735,0.10519634726751471
2019-07-13,0.08881795435108132,0.1505334448443496
2019-07-14,0.08423970928143792,0.13328548456028871
2019-07-15,0.0759988681560801,0.08332607061494525
2019-07-16,0.07691451717000851,0.23663683910092073
2019-07-17,0.07233627210036539,0.13142338166132467
2019-07-18,0.07416757012822248,0.09738674691577309
2019-07-19,0.08332406026750952,0.11060924472966077
2019-07-20,0.10804658364358355,0.10090851867816077
2019-07-21,0.12819086195001445,0.14106591699723203
2019-07-22,0.14192559715894462,0.1813439050536037
2019-07-23,0.14558819321465932,0.19053121775905205
2019-07-24,0.1309378089918005,0.2046230935707338
2019-07-25,0.118118722796799,0.0497810821148496
2019-07-26,0.10255268956001148,0.05552266279599141
2019-07-27,0.08698665632322423,0.13957254878235992
2019-07-28,0.07783016618393719,-0.023501562447829343
2019-07-29,0.07233627210036539,0.18845100851211863
2019-07-30,0.067758027030722,0.2985072104922562
2019-07-31,0.06501107998893597,0.13424991223068422
2019-08-01,0.0595171859053639,0.15308933779630204
2019-08-02,0.0595171859053639,0.06183497685475367
2019-08-03,0.05677023886357787,0.22377523981491054
2019-08-04,0.05310764280786316,0.1650835906805738
2019-08-05,0.05310764280786316,0.16656128658301697
2019-08-06,0.05310764280786316,0.022712386498004163
2019-08-07,0.05310764280786316,0.08334609634749333
2019-08-08,0.05310764280786316,0.08552498311712747
2019-08-09,0.062264132947149664,0.12004978137203962
2019-08-10,0.06501107998893597,0.08286765547639885
2019-08-11,0.06501107998893597,0.10526875915549656
2019-08-12,0.06501107998893597,-0.05406540140733366
2019-08-13,0.06867367604465067,0.09476410152199369
2019-08-14,0.06867367604465067,0.12776331625315202
2019-08-15,0.07050497407250804,0.1433249066970585
2019-08-16,0.07050497407250804,0.18833781958902077
2019-08-17,0.067758027030722,0.2007161892418054
2019-08-18,0.06501107998893597,0.2050820891652961
2019-08-19,0.06409543097500729,0.19344191445071515
2019-08-20,0.06409543097500729,0.20099727506749848
2019-08-21,0.06409543097500729,0.1212179491040113
2019-08-22,0.0695893250585791,0.17492420663190245
2019-08-23,0.07691451717000851,0.19784975232135366
2019-08-24,0.07142062308643671,0.10300904388565023
2019-08-25,0.07142062308643671,0.1698693054175544
2019-08-26,0.07142062308643671,0.19730644549048384
2019-08-27,0.07142062308643671,0.19577941082669031
2019-08-28,0.07142062308643671,0.21418944405455606
2019-08-29,0.06409543097500729,0.2113608818891409
2019-08-30,0.06134848393322126,0.01981816024579184
2019-08-31,0.05860153689143523,0.12401139368046532
2019-09-01,0.05860153689143523,0.19248213042844675
2019-09-02,0.05493894083572052,0.18679264567473075
2019-09-03,0.051276344780005804,0.1360985195272789
2019-09-04,0.051276344780005804,0.09560547251702124
2019-09-05,0.051276344780005804,0.19463605758939778
2019-09-06,0.051276344780005804,0.09097299816823466
2019-09-07,0.051276344780005804,0.19863757624891568
2019-09-08,0.051276344780005804,0.2030335147712285
2019-09-09,0.051276344780005804,0.15458386692320594
2019-09-10,0.051276344780005804,0.1760019683393998
2019-09-11,0.051276344780005804,0.14879759112884086
2019-09-12,0.05219199379393449,0.16601739929613127
2019-09-13,0.05402329182179184,0.14474615325195672
2019-09-14,0.06409543097500729,0.2503557719223954
2019-09-15,0.07233627210036539,0.1744537470310264
2019-09-16,0.0796614642117948,0.16872217921615862
2019-09-17,0.10713093462965487,0.22452968752155908
2019-09-18,0.14375689518680196,0.17567168886636034
2019-09-19,0.1675637695489473,0.10939870370852937
2019-09-20,0.1675637695489473,0.23136383153860335
2019-09-21,0.1593229284235895,0.33242818937664237
2019-09-22,0.15199773631216007,0.36952368221191206
2019-09-23,0.14375689518680196,0.15653071640048943
2019-09-24,0.13185345800572917,0.18498350938721636
2019-09-25,0.12452826589429974,0.35047224508649166
2019-09-26,0.11628742476894165,0.17357682310502578
2019-09-27,0.1098778816714409,0.24711000699556177
2019-09-28,0.10804658364358355,0.28791940253447756
2019-09-29,0.1016370405460828,0.3621693044906295
2019-09-30,0.10621528561572618,0.33567308361945214
2019-10-01,0.1016370405460828,0.2404539178613907
2019-10-02,0.10621528561572618,0.22616091404020425
2019-10-03,0.11903437181072768,0.24622960033346583
2019-10-04,0.13276910701965783,0.19841468113881525
2019-10-05,0.14192559715894462,0.08587049956058394
2019-10-06,0.15199773631216007,0.09155359929812519
2019-10-07,0.15749163039573214,0.3476371527908978
2019-10-08,0.1629855244793042,0.15068000998836095
2019-10-09,0.1639011734932326,0.2059442114628916
2019-10-10,0.17397331264644833,0.372332944214799
2019-10-11,0.18312980278573482,0.38165318134788534
2019-10-12,0.21792446531502457,0.24225521799269062
2019-10-13,0.35527181740432595,0.39484607590496285
2019-10-14,0.5310764280786312,0.29597264929888756
2019-10-15,0.6665924821400753,0.7366402000455553
2019-10-16,0.7563260855050854,0.927826449138148
2019-10-17,0.7947833440900895,0.7747580210388052
2019-10-18,0.7947833440900895,1.8098208035515266
2019-10-19,0.7947833440900895,1.3213159860535966
2019-10-20,0.7380131052265118,1.3021417824808161
2019-10-21,0.6849054624186488,0.7867693973755456
2019-10-22,0.6849054624186488,1.2079524908089416
2019-10-23,0.6482795018615016,1.0736253912085318
2019-10-24,0.6134848393322119,0.8318149609184015
2019-10-25,0.5951718590536387,0.6365145846992089
2019-10-26,0.5475581103293476,0.48184511379404693
2019-10-27,0.5951718590536387,0.43284591921298377
2019-10-28,0.7023027936832934,0.6965209667095286
2019-10-29,0.77372341676973,0.6003395499911313
2019-10-30,0.7947833440900895,0.6172649218443632
2019-10-31,0.7947833440900895,0.6902546537900254
2019-11-01,0.77372341676973,0.8921363854313437
2019-11-02,0.7563260855050854,0.8821435448898488
2019-11-03,0.7380131052265118,0.8674031545944177
2019-11-04,0.9156490139286749,0.9755183116574307
2019-11-05,2.4539393573288484,0.9606833070314102
2019-11-06,6.0432834919292535,0.7052623440807722
2019-11-07,7.508321914215133,1.3369453447373578
2019-11-08,7.508321914215133,2.103066312093388
2019-11-09,6.8307416439079125,1.8700114803468904
2019-11-10,5.71364984691493,1.959525053696795
2019-11-11,5.2283558695327335,2.092883952662706
2019-11-12,5.072695537164857,3.36609216618125
2019-11-13,4.5599320893648,4.205201414342903
2019-11-14,4.083794602121889,3.6897065530182798
2019-11-15,3.5710311543218314,3.7369643795516834
2019-11-16,3.058267706521774,3.062419055541995
2019-11-17,2.582130219278863,4.436298948403831
2019-11-18,2.170088163010959,3.362431520317062
2019-11-19,1.8038285574394888,2.525159125217682
2019-11-20,1.5749163039573204,1.5373263073496015
2019-11-21,1.3643170307537251,1.7718563680604746
2019-11-22,1.1903437181072771,0.9049273141974197
2019-11-23,1.0713093462965493,0.681267017954042
2019-11-24,0.933961994207248,0.7135889856286647
2019-11-25,1.0438398758786893,0.5726127623662745
2019-11-26,0.8561318280233109,0.5982927169651113
2019-11-27,0.7197001249479386,0.5828161633275322
2019-11-28,0.630882170596857,0.6504910948777332
2019-11-29,0.5631241435661349,0.6760728072958812
2019-11-30,0.6134848393322119,0.626112087324502
2019-12-01,0.5631241435661349,0.2680891385497414
2019-12-02,0.7023027936832934,0.33224403970560235
2019-12-03,0.630882170596857,0.3227290595791861
2019-12-04,0.6134848393322119,0.853398347185119
2019-12-05,0.6134848393322119,0.7754822850326276
2019-12-06,0.7380131052265118,0.908675754034011
2019-12-07,0.8149276223965204,1.0003849022640066
2019-12-08,0.9614314646251083,1.196689467390683
2019-12-09,1.2361261688037108,1.7125108352242417
2019-12-10,1.5474468335394596,1.6497075259013727
2019-12-11,1.6664812053501876,1.5595937610310413
2019-12-12,1.5474468335394596,1.8980704339268382
2019-12-13,1.4925078927037396,1.6205596368356217
2019-12-14,1.3917865011715855,1.2553265536595262
2019-12-15,1.2361261688037108,1.2504208296412611
2019-12-16,1.1903437181072771,1.528302538126629
2019-12-17,1.336847560335865,1.6824292826569371
2019-12-18,1.4925078927037396,1.867823451395006
2019-12-19,1.5749163039573204,1.9763809159421244
2019-12-20,1.6390117349323274,1.946452893991022
2019-12-21,1.6390117349323274,1.690719645703837
2019-12-22,1.5474468335394596,1.6201089127392856
2019-12-23,1.4650384222858797,1.3998273058503796
2019-12-24,1.5199773631216005,1.6950634882987239
2019-12-25,1.6115422645144677,1.6172791896618388
2019-12-26,1.8038285574394888,1.616018729423341
2019-12-27,1.9503323996680773,1.370599894310452
2019-12-28,1.9869583602252243,1.6539149613325264
2019-12-29,1.7214201461859084,1.5736106129026697
2019-12-30,1.4375689518680195,1.8602725893123457
2019-12-31,1.4925078927037396,2.1007198186491665
2020-01-01,1.4925078927037396,1.5471908671115855
2020-01-02,1.4650384222858797,1.7324625596303023
2020-01-03,1.410099481450159,1.3389238290675072
2020-01-04,1.3643170307537251,1.1016251382748592
2020-01-05,1.2635956392215713,0.8643608395011524
2020-01-06,1.1628742476894167,0.9744209595593972
2020-01-07,1.0438398758786893,0.9923793980069032
2020-01-08,1.0072139153215425,1.0999287555684307
2020-01-09,0.9797444449036818,0.9131995379938229
2020-01-10,0.9797444449036818,0.7190570264123199
2020-01-11,0.933961994207248,0.5700944539413506
2020-01-12,0.8973360336501014,1.0452300633673777
2020-01-13,0.8973360336501014,0.9388008408025071
2020-01-14,0.8561318280233109,0.7348336758101124
2020-01-15,0.8149276223965204,1.2118723102842235
2020-01-16,0.7947833440900895,1.2151209774911365
2020-01-17,0.77372341676973,0.7369276708874232
2020-01-18,0.7563260855050854,0.5493852344345582
2020-01-19,0.7197001249479386,0.6822160635400165
2020-01-20,0.6849054624186488,0.6441713800047684
2020-01-21,0.6482795018615016,1.1484281775198155
2020-01-22,0.630882170596857,0.6348652189300672
2020-01-23,0.5786901768029225,0.49713185831443113
2020-01-24,0.4990287125911278,0.9018166504082836
2020-01-25,0.6482795018615016,0.5508524821287154
2020-01-26,0.6134848393322119,0.9055312786819496
2020-01-27,0.6665924821400753,0.8396174506839484
2020-01-28,0.7380131052265118,0.7396783068327055
2020-01-29,0.77372341676973,0.9324915741378282
2020-01-30,0.8350719007029513,0.8193859464782307
2020-01-31,0.8781074043575989,0.877951926885128
2020-02-01,0.9156490139286749,1.1990684663717939
2020-02-02,0.9156490139286749,1.5584099209866407
2020-02-03,1.0072139153215425,1.1512679134635366
2020-02-04,1.0713093462965493,1.0745879323968757
2020-02-05,0.9614314646251083,1.1523723761477647
2020-02-06,1.1170917969929832,1.1723833070674456
2020-02-07,0.9614314646251083,1.136521138151931
2020-02-08,1.0072139153215425,1.1826067337612514
2020-02-09,0.9156490139286749,1.1512848918020013
2020-02-10,0.8561318280233109,1.2338964077810026
2020-02-11,0.8771917553436706,1.0547160206929995
2020-02-12,0.8973360336501014,0.7640755987504371
2020-02-13,0.9797444449036818,0.9505877257751034
2020-02-14,1.0713093462965493,0.7354540381770912
2020-02-15,1.0987788167144097,0.7406389615389978
2020-02-16,1.0987788167144097,1.2944664125827483
2020-02-17,1.1170917969929832,1.5293694162838287
2020-02-18,1.336847560335865,1.7819223460599714
2020-02-19,1.4650384222858797,1.6330687542059847
2020-02-20,1.4925078927037396,1.6227955534088165
2020-02-21,1.4925078927037396,2.6756765942412075
2020-02-22,1.5199773631216005,1.7699022628829926
2020-02-23,1.7763590870216286,2.0731882093596514
2020-02-24,1.8953934588323567,2.3608479896606367
2020-02-25,2.014427830643084,2.1734303512511874
2020-02-26,1.9228629292502168,1.9016402384245406
2020-02-27,1.8038285574394888,1.637221626771645
2020-02-28,1.6390117349323274,1.6817884592153984
2020-02-29,1.4925078927037396,2.050871997372877
2020-03-01,1.5199773631216005,1.8323790656969257
2020-03-02,1.3093780899180052,2.0709717380629886
2020-03-03,1.4650384222858797,1.5456187019925567
2020-03-04,1.9503323996680773,1.6000178788894124
2020-03-05,2.98501578540748,2.0739834341014163
2020-03-06,4.678966461175528,4.184233021225017
2020-03-07,4.953661165354131,2.782443351979316
2020-03-08,4.523306128807652,4.822728253684048
2020-03-09,3.973916720450448,6.133755498461665
2020-03-10,3.2413975093075087,5.405160722304692
2020-03-11,2.5088782981645688,2.6973162847414662
2020-03-12,2.105992732035952,2.9829009347856568
2020-03-13,2.0418973010609442,2.914237341526397
2020-03-14,2.22502710384668,2.0074521460165156
2020-03-15,2.170088163010959,3.365611548600096
2020-03-16,1.9503323996680773,2.688900833423143
2020-03-17,1.7763590870216286,2.5259227151065806
2020-03-18,1.6115422645144677,2.101418687692294
2020-03-19,1.5749163039573204,2.3944787405370795
2020-03-20,1.6115422645144677,1.8392725613415943
2020-03-21,1.4650384222858797,1.0384522235838742
2020-03-22,1.336847560335865,1.0321618217397117
2020-03-23,1.1628742476894167,1.0936544613787091
2020-03-24,0.9614314646251083,1.1305256079638386
2020-03-25,0.8350719007029513,1.2429584871010235
2020-03-26,0.7947833440900895,0.9679899422453861
2020-03-27,0.7563260855050854,0.8624604265051399
2020-03-28,0.7197001249479386,0.8028954812949017
2020-03-29,0.6849054624186488,0.5436871879546079
2020-03-30,0.6134848393322119,0.338359869402987
2020-03-31,0.5631241435661349,0.35888610015077116
2020-04-01,0.5145947458279153,1.0132211065993217
2020-04-02,0.48346267935434023,0.5880958461340322
2020-04-03,0.48346267935434023,0.8785944916947145
2020-04-04,0.48346267935434023,0.5550342323811661
2020-04-05,0.48346267935434023,0.45642723508638283
2020-04-06,0.45049931485290784,0.8604215747493383
2020-04-07,0.4349332816161206,0.7015957485424208
2020-04-08,0.4211985464071902,0.6862984106997466
2020-04-09,0.40837946021218896,0.8649825078941669
2020-04-10,0.36809090359932717,0.47820463877641045
2020-04-11,0.34245273120932446,0.8076713282796123
2020-04-12,0.3149832607914641,0.7925505941797717
2020-04-13,0.3149832607914641,0.41564570143622953
2020-04-14,0.3149832607914641,0.6882517903072088
2020-04-15,0.34245273120932446,0.7589680211526474
2020-04-16,0.4211985464071902,0.5456063206571328
2020-04-17,0.7563260855050854,0.8403388123976915
2020-04-18,1.0987788167144097,0.9841745071083429
2020-04-19,1.2086566983858507,1.3119378484329256
2020-04-20,1.2086566983858507,1.6901952036934833
2020-04-21,1.1628742476894167,2.319326519704232
2020-04-22,1.0255268956001158,2.489979137234838
2020-04-23,0.8973360336501014,2.3695896572598882
2020-04-24,0.77372341676973,2.250766828071816
2020-04-25,0.6665924821400753,1.5781457157547913
2020-04-26,0.5786901768029225,1.3578797811783143
2020-04-27,0.5310764280786312,0.9733649649524956
2020-04-28,0.48346267935434023,1.0441866936788216
2020-04-29,0.45049931485290784,1.0567506641426858
2020-04-30,0.48346267935434023,0.5930977807369306
2020-05-01,0.48346267935434023,0.7505615669025704
2020-05-02,0.48346267935434023,0.7974239577751512
2020-05-03,0.48346267935434023,0.6132002785931177
2020-05-04,0.48346267935434023,0.5229994453204033
2020-05-05,0.48346267935434023,0.6759535235846165
2020-05-06,0.45049931485290784,0.7255471051259474
2020-05-07,0.4349332816161206,0.7269737208989926
2020-05-08,0.39556037401718747,0.7038351478517111
2020-05-09,0.3149832607914641,0.6724255119200581
2020-05-10,0.29117638642931853,0.7019334288296628
2020-05-11,0.26004431995574345,0.5846122393546891
2020-05-12,0.29117638642931853,0.6406995274597469
2020-05-13,0.4990287125911278,0.6730885378042045
2020-05-14,0.6849054624186488,0.8306366352061518
2020-05-15,0.77372341676973,0.7469907466068403
2020-05-16,0.7563260855050854,0.7567717207025366
2020-05-17,0.7947833440900895,1.1256095808512914
2020-05-18,0.8149276223965204,1.2084889772816247
2020-05-19,0.8149276223965204,1.2908182465229014
2020-05-20,0.7947833440900895,1.2062727962129698
2020-05-21,0.8973360336501014,1.3095652344679893
2020-05-22,1.0255268956001158,1.811502094401542
2020-05-23,1.0255268956001158,1.661877656958458
2020-05-24,0.8872638944968857,1.6395509967633977
2020-05-25,0.7416757012822268,1.380674288922179
2020-05-26,0.602497051165068,1.186302206986393
2020-05-27,0.4981130635771991,0.9920925076210513
2020-05-28,0.40105426810075956,0.6951198910011824
2020-05-29,0.3305492940282514,0.701922255051357
2020-05-30,0.2838511943178891,0.6412747593714905
2020-05-31,0.22708095545431137,0.6257585896108271
2020-06-01,0.19137064391109293,0.5868815321487976
2020-06-02,0.17397331264644833,0.5885972150177543
2020-06-03,0.1474194912425167,0.49550106713779785
2020-06-04,0.13643170307537256,0.4179110761522308
2020-06-05,0.1474194912425167,0.45639705137355674
2020-06-06,0.16115422645144684,0.29896693165683835
2020-06-07,0.1840454517996635,0.20532530023595255
2020-06-08,0.2005271340503797,0.2906479811511563
2020-06-09,0.19778018700859368,0.040179468928062234
2020-06-10,0.2124305712314525,0.13233266601021093
2020-06-11,0.22982790249609739,0.09084921592284685
2020-06-12,0.23990004164931256,0.34638786633070595
2020-06-13,0.26828516108110156,0.29326220993270535
2020-06-14,0.23990004164931256,0.46187234785741055
2020-06-15,0.19778018700859368,0.4182486113254688
2020-06-16,0.1675637695489473,0.15825162337358908
2020-06-17,0.1510820872982314,-0.01736128104077546
2020-06-18,0.1309378089918005,0.29637287372184135
2020-06-19,0.11903437181072768,0.08729987249970457
2020-06-20,0.12361261688037106,0.23212568005945444
2020-06-21,0.118118722796799,0.371841878425359
2020-06-22,0.10896223265751222,0.4473787964827353
2020-06-23,0.10072139153215412,0.4420831511357984
2020-06-24,0.08790230533715264,0.4236015767039746
2020-06-25,0.0796614642117948,0.3883191382343265
2020-06-26,0.07233627210036539,0.36511091046513855
2020-06-27,0.067758027030722,0.334312784946222
2020-06-28,0.06134848393322126,0.033344018884982216
2020-06-29,0.060432834919292584,0.31283431610437595
2020-06-30,0.05768588787750655,0.23325800463244514
2020-07-01,0.0595171859053639,0.27453756954422903
2020-07-02,0.0595171859053639,0.23882675453485672
2020-07-03,0.05860153689143523,0.3932344397768538
2020-07-04,0.05402329182179184,0.3094347303333324
2020-07-05,0.05310764280786316,0.1992990058790184
2020-07-06,0.05219199379393449,0.23141505678200533
2020-07-07,0.05036069576607713,0.23183559716551513
2020-07-08,0.049445046752148454,0.234640070406271
2020-07-09,0.04578245069643374,0.5192035532045132
2020-07-10,0.044866801682505064,0.3043419543639478
2020-07-11,0.04395115266857639,0.2871540712775312
2020-07-12,0.04303550365464771,0.2575312240767809
2020-07-13,0.04211985464071903,0.3913327207548055
2020-07-14,0.04211985464071903,0.35937832685224297
2020-07-15,0.041204205626790356,0.45205495014671737
2020-07-16,0.040288556612861674,0.3346802136042782
