,NSE,KGE,r,alpha,beta,RMSE,delta
72423,0.6431341469287872,0.5746560907434115,0.80705446,1.3764629,0.95567036,0.70643187,-52.023117
72450,-0.40903759002685547,0.47059799963595395,0.59183615,0.72641736,0.8029688,0.27841172,-65.66565
72454,-1.035909652709961,0.377253121821022,0.628206,0.71887565,0.5870206,0.39956227,-153.84135
72459,-0.525444507598877,0.4298324056972731,0.70221627,0.7474828,0.5844871,0.6016406,-118.51579
72481,0.15547800064086914,-0.8854950545461879,0.5266666,2.6801813,1.7127678,1.198436,4.0867977
72508,0.35579586029052734,-0.8612395278493241,0.6887463,2.8265507,1.1761992,0.828566,-94.55122
72518,0.22002452611923218,-1.2490490127580705,0.653296,3.1582706,1.5290424,0.6951096,-40.058968
72519,0.34708738327026367,-0.41810712780535697,0.63818777,2.3508909,1.2349757,0.7389599,-101.39927
72559,0.5274327397346497,0.11522137766283336,0.877477,1.669652,1.5651438,0.6939323,26.37134
72566,0.36382484436035156,-0.0038348777174019855,0.6680328,1.8211778,1.4723867,0.78240657,2.4356465
72569,0.6851300299167633,0.42090204405512466,0.8577512,1.5551441,1.0832753,0.3785508,-31.848448
72577,0.620366245508194,0.146287569654602,0.93200165,1.6867925,1.5025109,0.44153863,24.496078
72585,0.24840521812438965,-0.20565585653127827,0.6007146,2.1280842,1.1469806,0.48472723,-0.8256906
72588,0.5005638003349304,0.26404963198726994,0.7450292,1.669344,1.1690903,0.57032883,-10.648323
72592,0.49384361505508423,0.5886001403040899,0.8177667,1.1463622,1.3385543,0.3783577,25.258541
72603,0.5826444029808044,0.2729249887364119,0.79014885,1.6940405,0.9460713,0.50570977,-108.99673
72610,0.4833233952522278,0.1831413217213399,0.8471301,1.4990628,1.6283512,0.6139837,34.94762
72623,0.5882062315940857,0.41336927405490653,0.7796013,1.5384,1.0754015,0.48184398,-41.75152
72625,0.6727134585380554,0.7741608952253095,0.8825425,0.87220174,0.8555194,0.3324428,-19.43571
72649,0.48224663734436035,0.6166707087040685,0.80254143,1.1728307,1.2794298,0.30026832,18.187735
72654,0.4270799160003662,0.7172862184844917,0.7191096,0.9843798,1.0279942,0.31198046,-1.2923347
72660,-0.00853431224822998,0.5496351994766404,0.6700005,0.7921467,0.77477616,0.5159559,-46.453354
72661,0.14855235815048218,0.5812149136386762,0.6141924,0.9475069,0.845799,0.50203866,-45.025673
72668,0.4797780513763428,0.7320625684330409,0.75811774,1.0017179,0.884759,0.407324,-25.061943
72682,0.7476031482219696,0.8592644767200017,0.8731394,1.0194271,1.0577534,0.30525944,-24.087507
72696,0.6402955949306488,0.2821035404636152,0.8563805,1.6676577,1.2213186,0.28897613,-37.54213
72716,0.31519216299057007,-0.853237238445478,0.6229249,2.8139129,1.044975,0.45177934,-76.59266
72721,0.41558629274368286,0.6152187228654177,0.6896765,1.1304235,0.8135981,0.77858114,-164.50462
72731,0.40415382385253906,0.2391774933533054,0.679245,1.5866694,1.3630235,1.0272642,8.04909
72738,0.14721429347991943,0.6389340705543674,0.6865191,0.8479502,0.90524143,0.40357724,-14.958416
