gauge_id,NSE,day,encoder,decoder
3087,0.8270366170558612,364,q_mm_day,prcp_e5l
7148,-567.2507089575914,365,q_mm_day,prcp_e5l
70444,0.7329493544106693,364,q_mm_day,prcp_e5l
4173,0.7539154029526987,357,q_mm_day,prcp_e5l
75676,0.8396688604393284,331,q_mm_day,prcp_e5l
72744,0.7743180327939975,363,q_mm_day,prcp_e5l
19128,0.5331258109042549,1,q_mm_day,prcp_e5l
4090,0.6447522484567592,364,q_mm_day,prcp_e5l
78404,-10936.884184493709,365,q_mm_day,prcp_e5l
12315,0.8581258104561689,361,q_mm_day,prcp_e5l
11676,0.8803036025196302,1,q_mm_day,prcp_e5l
4005,0.6411465080142098,359,q_mm_day,prcp_e5l
3603,0.8310054871134862,1,q_mm_day,prcp_e5l
9169,0.7621035750793327,363,q_mm_day,prcp_e5l
10308,0.8501494436277358,365,q_mm_day,prcp_e5l
78502,0.8158658713824677,1,q_mm_day,prcp_e5l
72592,0.8010692348505953,1,q_mm_day,prcp_e5l
75687,0.7972922476445643,364,q_mm_day,prcp_e5l
72696,0.788743108411868,2,q_mm_day,prcp_e5l
3076,0.7360681955931367,13,q_mm_day,prcp_e5l
70410,0.7574638032896843,363,q_mm_day,prcp_e5l
75658,0.679959270691278,1,q_mm_day,prcp_e5l
77370,0.8571970339247288,1,q_mm_day,prcp_e5l
9215,0.8727209394179308,365,q_mm_day,prcp_e5l
80236,0.9008628867864883,4,q_mm_day,prcp_e5l
77245,0.8409660524495056,1,q_mm_day,prcp_e5l
75387,0.3192549008666421,1,q_mm_day,prcp_e5l
75608,0.7243431894427828,1,q_mm_day,prcp_e5l
7203,-2201.5327064400353,1,q_mm_day,prcp_e5l
71268,0.6835771753192423,363,q_mm_day,prcp_e5l
75648,0.5111030143990647,2,q_mm_day,prcp_e5l
78111,0.8883007263839161,1,q_mm_day,prcp_e5l
80172,0.8224290729688741,1,q_mm_day,prcp_e5l
5583,0.6606138717086918,1,q_mm_day,prcp_e5l
78501,0.7537207962055062,1,q_mm_day,prcp_e5l
4085,0.6925349927718002,1,q_mm_day,prcp_e5l
10460,0.824105508083735,361,q_mm_day,prcp_e5l
11622,-35796.253798341386,365,q_mm_day,prcp_e5l
9264,-551.1857149121652,364,q_mm_day,prcp_e5l
7168,0.5369933073492024,364,q_mm_day,prcp_e5l
49114,0.695159898153223,362,q_mm_day,prcp_e5l
5607,0.48050945565481284,1,q_mm_day,prcp_e5l
71186,0.5221623313146873,363,q_mm_day,prcp_e5l
75273,0.7145364225698276,1,q_mm_day,prcp_e5l
4175,0.7876773970058233,1,q_mm_day,prcp_e5l
5085,0.8183366323870318,1,q_mm_day,prcp_e5l
3085,-479.94693528617006,363,q_mm_day,prcp_e5l
75428,0.35098183108384073,364,q_mm_day,prcp_e5l
75203,0.7205174880574359,1,q_mm_day,prcp_e5l
10423,0.7890498303414836,1,q_mm_day,prcp_e5l
10584,0.6482119858208375,1,q_mm_day,prcp_e5l
10392,0.7221447165808029,1,q_mm_day,prcp_e5l
76454,0.7788724569865222,364,q_mm_day,prcp_e5l
12511,0.8280924783462336,363,q_mm_day,prcp_e5l
10048,-109.53534462255017,1,q_mm_day,prcp_e5l
75259,0.6614369061061666,1,q_mm_day,prcp_e5l
11628,0.7381943414277359,1,q_mm_day,prcp_e5l
1566,0.792676452941589,362,q_mm_day,prcp_e5l
83459,0.47056683985589987,1,q_mm_day,prcp_e5l
76089,0.75997961679164,364,q_mm_day,prcp_e5l
84192,-513.7310062765887,365,q_mm_day,prcp_e5l
4179,0.7834942090256136,2,q_mm_day,prcp_e5l
70217,0.5928442357968453,1,q_mm_day,prcp_e5l
9520,0.73530282778229,1,q_mm_day,prcp_e5l
84354,0.17216870816283703,1,q_mm_day,prcp_e5l
9342,-1090.9629649801516,1,q_mm_day,prcp_e5l
11351,-359.88473339958443,1,q_mm_day,prcp_e5l
74425,0.7401069309382293,2,q_mm_day,prcp_e5l
72281,0.7016004031618674,365,q_mm_day,prcp_e5l
4095,0.6680910762845425,1,q_mm_day,prcp_e5l
76363,0.6941254044826388,364,q_mm_day,prcp_e5l
75121,0.6741584616256354,364,q_mm_day,prcp_e5l
9290,0.7527871452982979,364,q_mm_day,prcp_e5l
49058,-3636.4751855131053,1,q_mm_day,prcp_e5l
72008,-158073.84789903875,365,q_mm_day,prcp_e5l
80160,0.7025041668807808,1,q_mm_day,prcp_e5l
78191,0.7495559004236438,1,q_mm_day,prcp_e5l
80204,0.8190282044019083,1,q_mm_day,prcp_e5l
48071,0.8134812951924225,364,q_mm_day,prcp_e5l
8321,0.6259183918862677,364,q_mm_day,prcp_e5l
7031,0.5362469500648676,365,q_mm_day,prcp_e5l
72610,0.7778938028222216,103,q_mm_day,prcp_e5l
10042,0.897932823361822,365,q_mm_day,prcp_e5l
48056,-85564.92841353946,1,q_mm_day,prcp_e5l
3201,0.5796189678427751,1,q_mm_day,prcp_e5l
70158,0.7863122773525553,1,q_mm_day,prcp_e5l
72721,0.6848379647384771,363,q_mm_day,prcp_e5l
48006,-423.82941603819773,1,q_mm_day,prcp_e5l
78394,0.9244797556156827,1,q_mm_day,prcp_e5l
77189,0.7195658059930183,1,q_mm_day,prcp_e5l
10632,0.8604402881611801,1,q_mm_day,prcp_e5l
5277,-783.3134413193651,1,q_mm_day,prcp_e5l
76690,0.7229173939821978,365,q_mm_day,prcp_e5l
48099,0.8247878977014427,1,q_mm_day,prcp_e5l
10587,0.8361054577998324,1,q_mm_day,prcp_e5l
9383,0.5853133673870281,362,q_mm_day,prcp_e5l
11337,-289888.28923550295,365,q_mm_day,prcp_e5l
75266,0.6642000032840458,1,q_mm_day,prcp_e5l
75394,0.603933871437907,1,q_mm_day,prcp_e5l
77130,0.3646109748842975,1,q_mm_day,prcp_e5l
75518,0.8814739326097302,1,q_mm_day,prcp_e5l
10430,0.8225847609114902,1,q_mm_day,prcp_e5l
75209,-180.95743478060672,363,q_mm_day,prcp_e5l
75573,0.7807964046230764,2,q_mm_day,prcp_e5l
10194,0.7234059021192453,1,q_mm_day,prcp_e5l
10216,0.8752346980812503,2,q_mm_day,prcp_e5l
48079,-1304.0882336750767,365,q_mm_day,prcp_e5l
72144,0.7427636666898432,365,q_mm_day,prcp_e5l
8356,0.7641155930127596,364,q_mm_day,prcp_e5l
9323,0.7998411051879467,361,q_mm_day,prcp_e5l
8291,0.6049662036463648,362,q_mm_day,prcp_e5l
5135,0.7172422797622777,364,q_mm_day,prcp_e5l
6414,0.5535576463894865,364,q_mm_day,prcp_e5l
77292,0.7803787661960475,1,q_mm_day,prcp_e5l
75110,0.6420870608655149,363,q_mm_day,prcp_e5l
12430,0.7717355315864938,363,q_mm_day,prcp_e5l
74438,-78.27166539786236,365,q_mm_day,prcp_e5l
2058,-6917.962062535267,1,q_mm_day,prcp_e5l
78165,0.8675659540443543,1,q_mm_day,prcp_e5l
75453,0.2676272133618415,1,q_mm_day,prcp_e5l
77152,0.533264660428141,1,q_mm_day,prcp_e5l
5328,0.7473345468197088,1,q_mm_day,prcp_e5l
70378,0.6756948258279039,211,q_mm_day,prcp_e5l
76007,0.8337102880216729,365,q_mm_day,prcp_e5l
10177,0.716826009636176,1,q_mm_day,prcp_e5l
6349,0.4462151657685143,2,q_mm_day,prcp_e5l
70213,0.6931195406773465,345,q_mm_day,prcp_e5l
19118,0.3548924940016862,11,q_mm_day,prcp_e5l
72559,0.7508847482930945,359,q_mm_day,prcp_e5l
76423,0.6631614633778433,364,q_mm_day,prcp_e5l
70102,0.6537385146025634,365,q_mm_day,prcp_e5l
9404,0.6710471818854489,1,q_mm_day,prcp_e5l
9341,-526.9084844133145,1,q_mm_day,prcp_e5l
3159,0.7055729969733402,1,q_mm_day,prcp_e5l
84011,0.8404123731187835,365,q_mm_day,prcp_e5l
76649,0.7911846028486187,365,q_mm_day,prcp_e5l
5613,0.6227670762527504,1,q_mm_day,prcp_e5l
12202,0.7123957452465219,6,q_mm_day,prcp_e5l
9294,0.7618892593240006,364,q_mm_day,prcp_e5l
11308,0.8547666550912905,299,q_mm_day,prcp_e5l
5132,0.7270397145011762,363,q_mm_day,prcp_e5l
10713,0.6907439738750438,1,q_mm_day,prcp_e5l
77288,0.8863524241085028,1,q_mm_day,prcp_e5l
77179,0.7276254893279979,1,q_mm_day,prcp_e5l
75527,0.3868858580170492,362,q_mm_day,prcp_e5l
77409,0.8971028121312038,4,q_mm_day,prcp_e5l
78054,0.8783367528866506,1,q_mm_day,prcp_e5l
5358,-8473.078946289388,363,q_mm_day,prcp_e5l
78138,0.8513025552159614,2,q_mm_day,prcp_e5l
9343,-75.7485882471722,1,q_mm_day,prcp_e5l
8097,0.8182977405182793,2,q_mm_day,prcp_e5l
8361,0.8111769397232403,361,q_mm_day,prcp_e5l
8411,0.6463969675960568,365,q_mm_day,prcp_e5l
5758,0.7172932920041074,1,q_mm_day,prcp_e5l
49095,0.6966750095646177,362,q_mm_day,prcp_e5l
76462,0.6960926511950649,363,q_mm_day,prcp_e5l
77231,0.598354725335811,363,q_mm_day,prcp_e5l
7072,-6396.648141521802,365,q_mm_day,prcp_e5l
48110,0.6636127957203912,365,q_mm_day,prcp_e5l
75359,0.7402843875445052,1,q_mm_day,prcp_e5l
5336,0.8590204050959342,363,q_mm_day,prcp_e5l
9256,-275.3868728352562,1,q_mm_day,prcp_e5l
10220,0.8417919999072487,1,q_mm_day,prcp_e5l
10369,0.7954019294878758,330,q_mm_day,prcp_e5l
11502,0.851698779701229,64,q_mm_day,prcp_e5l
5171,0.7684514710424255,217,q_mm_day,prcp_e5l
71086,0.6014488301468839,1,q_mm_day,prcp_e5l
72096,-16438.092938441005,1,q_mm_day,prcp_e5l
19382,0.6714013810170261,360,q_mm_day,prcp_e5l
10066,-283.9289162800032,1,q_mm_day,prcp_e5l
75274,0.7564609091355514,1,q_mm_day,prcp_e5l
83266,-143.0041586451657,1,q_mm_day,prcp_e5l
10384,0.7538638871806023,365,q_mm_day,prcp_e5l
78391,0.8573490689302119,365,q_mm_day,prcp_e5l
9253,-1894.9396359687546,364,q_mm_day,prcp_e5l
76644,0.46758305482215645,2,q_mm_day,prcp_e5l
77201,0.42818422722258886,1,q_mm_day,prcp_e5l
76519,0.8428099068693553,1,q_mm_day,prcp_e5l
5461,0.7239469352048985,365,q_mm_day,prcp_e5l
70512,0.6397072125592079,1,q_mm_day,prcp_e5l
11473,0.5853932921425717,1,q_mm_day,prcp_e5l
76408,0.6902974873232287,364,q_mm_day,prcp_e5l
75208,0.8385725634186203,365,q_mm_day,prcp_e5l
84346,-759.8784597162705,1,q_mm_day,prcp_e5l
3001,0.8506480695092986,365,q_mm_day,prcp_e5l
7015,-1435.5470349405805,1,q_mm_day,prcp_e5l
8251,0.67791444223011,363,q_mm_day,prcp_e5l
5347,-629.5919548169043,1,q_mm_day,prcp_e5l
75361,0.8503806073744272,4,q_mm_day,prcp_e5l
5280,0.794886083760795,365,q_mm_day,prcp_e5l
72083,-5565.521068063059,364,q_mm_day,prcp_e5l
2180,0.7495613262707711,364,q_mm_day,prcp_e5l
10176,0.7226051893824313,1,q_mm_day,prcp_e5l
72668,0.7993262280579483,2,q_mm_day,prcp_e5l
76321,0.7126536115358617,1,q_mm_day,prcp_e5l
80222,0.817664821706244,1,q_mm_day,prcp_e5l
7176,0.16913500946027193,364,q_mm_day,prcp_e5l
72246,0.8030615890832693,1,q_mm_day,prcp_e5l
70284,0.7536251125221607,29,q_mm_day,prcp_e5l
84302,-1038.8500718713683,365,q_mm_day,prcp_e5l
10205,0.7115506305920407,364,q_mm_day,prcp_e5l
72459,0.773026019022157,1,q_mm_day,prcp_e5l
78507,0.629147857022734,1,q_mm_day,prcp_e5l
70147,0.7528742024608805,1,q_mm_day,prcp_e5l
