gauge_id,NSE,encoder,decoder
10620,0.6941040018044689,t_min_e5l,t_min_e5l
4197,0.8962525169331729,q_mm_day,t_min_e5l
8306,0.5591555851899748,q_mm_day,t_min_e5l
78614,-2.2501881186392776,q_mm_day,t_max_e5l
5287,0.8080810031400629,q_mm_day,t_max_e5l
2198,0.9065749791328667,q_mm_day,t_min_e5l
10566,0.8691339759838785,q_mm_day,t_min_e5l
77112,0.5748584739108997,t_min_e5l,t_min_e5l
76646,0.4724002794688852,t_max_e5l,t_max_e5l
78275,0.8548500372712086,q_mm_day,prcp_e5l
75033,0.3396176425506282,prcp_e5l,t_max_e5l
71199,0.8691877415616169,q_mm_day,t_max_e5l
75236,-0.013711138214143936,q_mm_day,t_min_e5l
11637,0.7281588986082161,prcp_e5l,prcp_e5l
76489,0.5808572377188392,q_mm_day,t_min_e5l
70175,0.21900050991651565,t_min_e5l,t_max_e5l
8379,0.609862200904318,prcp_e5l,prcp_e5l
70242,0.36188245101784844,t_max_e5l,prcp_e5l
82060,0.809633354321558,q_mm_day,prcp_e5l
7029,0.30076436557777686,t_max_e5l,t_min_e5l
78004,-0.0014776968661742718,t_min_e5l,t_max_e5l
76324,0.155769819869353,q_mm_day,t_min_e5l
12115,0.5398465391295366,prcp_e5l,t_min_e5l
2128,0.8072845755017605,q_mm_day,t_min_e5l
7022,0.7626632637221137,q_mm_day,prcp_e5l
75520,0.21236221020799273,prcp_e5l,t_max_e5l
72623,0.6509216341065747,prcp_e5l,t_min_e5l
72007,0.8751931454325397,q_mm_day,prcp_e5l
76317,0.7373616949671538,q_mm_day,t_min_e5l
2164,0.758871506629278,q_mm_day,t_max_e5l
10202,0.38463677084129966,q_mm_day,t_max_e5l
4105,0.664408737825777,q_mm_day,t_min_e5l
4226,0.5536654947676547,q_mm_day,t_max_e5l
78499,-0.1654082100143044,t_min_e5l,t_min_e5l
76470,0.5562576338665539,prcp_e5l,t_min_e5l
9370,0.6036462720433577,t_min_e5l,t_max_e5l
5055,0.5448600584907544,t_max_e5l,t_min_e5l
77156,-0.2037590299692318,t_max_e5l,prcp_e5l
76466,0.7229259566958119,q_mm_day,t_max_e5l
7039,0.5550514031274406,t_min_e5l,prcp_e5l
78512,0.6604592301931008,prcp_e5l,prcp_e5l
2026,0.8978084030242546,q_mm_day,t_min_e5l
70617,0.5936010189547125,q_mm_day,t_max_e5l
7174,0.5480240034632915,t_min_e5l,t_min_e5l
3068,0.6198826398027111,t_min_e5l,t_min_e5l
84447,0.5629608558747142,q_mm_day,t_max_e5l
8230,0.588473180793567,q_mm_day,t_max_e5l
19153,0.7739754671441491,q_mm_day,t_max_e5l
8162,0.5973636699177425,q_mm_day,t_min_e5l
84019,0.34850783222913373,q_mm_day,t_max_e5l
77217,0.0746246228240024,t_max_e5l,t_min_e5l
72588,0.7870269007091822,q_mm_day,t_max_e5l
83348,0.7697054961785605,q_mm_day,t_max_e5l
11379,0.842895355866436,t_min_e5l,t_min_e5l
10120,0.7480659078459695,t_min_e5l,prcp_e5l
77298,0.4040261962664873,t_min_e5l,t_max_e5l
78055,-0.14940614714791312,t_min_e5l,t_max_e5l
72113,0.7849938591687066,q_mm_day,t_max_e5l
5555,0.7031645872643413,t_min_e5l,t_max_e5l
7202,0.8455975277048415,t_min_e5l,t_max_e5l
72043,0.6172709000063534,q_mm_day,prcp_e5l
75674,0.575921409364023,q_mm_day,t_max_e5l
12651,0.7123517681551796,t_max_e5l,t_max_e5l
12383,0.6955885984604007,q_mm_day,t_min_e5l
70331,0.6094395382060456,q_mm_day,prcp_e5l
49110,0.963148897471916,q_mm_day,t_max_e5l
75271,0.49473465308669895,t_min_e5l,t_min_e5l
79335,0.19060662270581918,q_mm_day,prcp_e5l
49149,0.9617390001898835,q_mm_day,t_max_e5l
10583,0.4954990999427358,prcp_e5l,t_min_e5l
