date,level
2023-02-19,131.0
2023-02-20,130.0
2023-02-21,130.0
2023-02-22,130.0
2023-02-23,130.0
2023-02-24,130.0
2023-02-25,130.0
2023-02-26,130.0
2023-02-27,130.0
