date,level
2023-02-19,565.0
2023-02-20,561.0
2023-02-21,560.0
2023-02-22,558.0
2023-02-23,557.0
2023-02-24,557.0
2023-02-25,556.0
2023-02-26,555.0
2023-02-27,554.0
