date,level
2023-02-19,497.0
2023-02-20,497.0
2023-02-21,498.0
2023-02-22,496.0
2023-02-23,496.0
2023-02-24,496.0
2023-02-25,497.0
2023-02-26,497.0
2023-02-27,497.0
