date,level
2023-02-19,133.0
2023-02-20,298.0
2023-02-21,391.0
2023-02-22,497.0
2023-02-23,559.0
2023-02-24,525.0
2023-02-25,345.0
2023-02-26,258.0
2023-02-27,238.0
