date,level
2023-02-19,102.0
2023-02-20,102.0
2023-02-21,102.0
2023-02-22,102.0
2023-02-23,103.0
2023-02-24,103.0
2023-02-25,102.0
2023-02-26,102.0
2023-02-27,102.0
