date,level
2023-02-19,223.0
2023-02-20,224.0
2023-02-21,224.0
2023-02-22,224.0
2023-02-23,223.0
2023-02-24,223.0
2023-02-25,222.0
2023-02-26,222.0
2023-02-27,222.0
