date,level
2023-02-19,63.0
2023-02-20,62.0
2023-02-21,61.0
2023-02-22,61.0
2023-02-23,60.0
2023-02-24,60.0
2023-02-25,60.0
2023-02-26,59.0
2023-02-27,59.0
