date,level
2023-02-19,111.0
2023-02-20,111.0
2023-02-21,111.0
2023-02-22,111.0
2023-02-23,113.0
2023-02-24,129.0
2023-02-25,137.0
2023-02-26,139.0
2023-02-27,129.0
