date,level
2023-02-19,444.0
2023-02-20,442.0
2023-02-21,444.0
2023-02-22,444.0
2023-02-23,448.0
2023-02-24,452.0
2023-02-25,453.0
2023-02-26,451.0
2023-02-27,448.0
