date,level
2023-02-19,-27.0
2023-02-20,-47.0
2023-02-21,-47.0
2023-02-22,23.0
2023-02-23,-32.0
2023-02-24,-52.0
2023-02-25,-57.0
2023-02-26,-47.0
2023-02-27,-47.0
