date,level
2023-02-19,576.0
2023-02-20,576.0
2023-02-21,576.0
2023-02-22,575.0
2023-02-23,574.0
2023-02-24,574.0
2023-02-25,575.0
2023-02-26,576.0
2023-02-27,574.0
