date,level
2023-02-19,476.0
2023-02-20,338.0
2023-02-21,312.0
2023-02-22,360.0
2023-02-23,286.0
2023-02-24,266.0
2023-02-25,270.0
2023-02-26,276.0
2023-02-27,252.0
