date,level
2023-02-19,80.0
2023-02-20,78.0
2023-02-21,76.0
2023-02-22,78.0
2023-02-23,80.0
2023-02-24,80.0
2023-02-25,78.0
2023-02-26,84.0
2023-02-27,88.0
