date,level
2023-02-19,110.0
2023-02-20,113.0
2023-02-21,102.0
2023-02-22,98.0
2023-02-23,95.0
2023-02-24,98.0
2023-02-25,97.0
2023-02-26,99.0
2023-02-27,102.0
