date,level
2023-02-19,50.0
2023-02-20,50.0
2023-02-21,50.0
2023-02-22,50.0
2023-02-23,51.0
2023-02-24,51.0
2023-02-25,48.0
2023-02-26,47.0
2023-02-27,45.0
