date,level
2023-02-19,181.0
2023-02-20,181.0
2023-02-21,182.0
2023-02-22,183.0
2023-02-23,183.0
2023-02-24,
2023-02-25,180.0
2023-02-26,180.0
2023-02-27,182.0
