date,level
2023-02-19,32.0
2023-02-20,32.0
2023-02-21,32.0
2023-02-22,32.0
2023-02-23,32.0
2023-02-24,31.0
2023-02-25,31.0
2023-02-26,30.0
2023-02-27,30.0
