date,level
2023-02-19,387.0
2023-02-20,379.0
2023-02-21,374.0
2023-02-22,376.0
2023-02-23,376.0
2023-02-24,371.0
2023-02-25,360.0
2023-02-26,353.0
2023-02-27,352.0
