date,level
2023-02-19,117.0
2023-02-20,121.0
2023-02-21,119.0
2023-02-22,117.0
2023-02-23,119.0
2023-02-24,119.0
2023-02-25,119.0
2023-02-26,122.0
2023-02-27,123.0
