date,level
2023-02-19,339.0
2023-02-20,340.0
2023-02-21,340.0
2023-02-22,341.0
2023-02-23,341.0
2023-02-24,341.0
2023-02-25,342.0
2023-02-26,343.0
2023-02-27,343.0
