date,level
2023-02-19,382.0
2023-02-20,394.0
2023-02-21,395.0
2023-02-22,385.0
2023-02-23,396.0
2023-02-24,390.0
2023-02-25,397.0
2023-02-26,393.0
2023-02-27,392.0
