date,level
2023-02-19,72.0
2023-02-20,73.0
2023-02-21,73.0
2023-02-22,73.0
2023-02-23,75.0
2023-02-24,75.0
2023-02-25,75.0
2023-02-26,75.0
2023-02-27,75.0
