date,level
2023-02-19,154.0
2023-02-20,154.0
2023-02-21,154.0
2023-02-22,153.0
2023-02-23,153.0
2023-02-24,154.0
2023-02-25,154.0
2023-02-26,155.0
2023-02-27,157.0
