date,level
2023-02-19,173.0
2023-02-20,173.0
2023-02-21,173.0
2023-02-22,173.0
2023-02-23,173.0
2023-02-24,173.0
2023-02-25,173.0
2023-02-26,173.0
2023-02-27,173.0
