date,level
2023-02-19,387.0
2023-02-20,347.0
2023-02-21,307.0
2023-02-22,345.0
2023-02-23,257.0
2023-02-24,234.0
2023-02-25,219.0
2023-02-26,216.0
2023-02-27,238.0
