date,level
2023-02-19,749.0
2023-02-20,743.0
2023-02-21,738.0
2023-02-22,734.0
2023-02-23,727.0
2023-02-24,721.0
2023-02-25,714.0
2023-02-26,708.0
2023-02-27,703.0
