date,level
2023-02-19,594.0
2023-02-20,594.0
2023-02-21,600.0
2023-02-22,613.0
2023-02-23,613.0
2023-02-24,618.0
2023-02-25,615.0
2023-02-26,605.0
2023-02-27,598.0
