date,level
2023-02-19,399.0
2023-02-20,394.0
2023-02-21,390.0
2023-02-22,386.0
2023-02-23,382.0
2023-02-24,379.0
2023-02-25,376.0
2023-02-26,372.0
2023-02-27,368.0
