date,level
2023-02-19,34.0
2023-02-20,35.0
2023-02-21,35.0
2023-02-22,36.0
2023-02-23,36.0
2023-02-24,35.0
2023-02-25,35.0
2023-02-26,34.0
2023-02-27,34.0
