date,level
2023-02-19,85.0
2023-02-20,
2023-02-21,85.0
2023-02-22,85.0
2023-02-23,88.0
2023-02-24,86.0
2023-02-25,86.0
2023-02-26,89.0
2023-02-27,90.0
