date,level
2023-02-19,-91.0
2023-02-20,-91.0
2023-02-21,-92.0
2023-02-22,-94.0
2023-02-23,-94.0
2023-02-24,-93.0
2023-02-25,-91.0
2023-02-26,-89.0
2023-02-27,-90.0
