date,level
2023-02-19,460.0
2023-02-20,472.0
2023-02-21,486.0
2023-02-22,498.0
2023-02-23,508.0
2023-02-24,520.0
2023-02-25,520.0
2023-02-26,506.0
2023-02-27,480.0
