date,level
2023-02-19,411.0
2023-02-20,410.0
2023-02-21,407.0
2023-02-22,408.0
2023-02-23,413.0
2023-02-24,415.0
2023-02-25,416.0
2023-02-26,413.0
2023-02-27,411.0
