date,level
2023-02-19,215.0
2023-02-20,206.0
2023-02-21,
2023-02-22,201.0
2023-02-23,200.0
2023-02-24,195.0
2023-02-25,190.0
2023-02-26,182.0
2023-02-27,177.0
