gauge_id,NSE,RMSE,KGE
10042,0.8167326152324677,0.4051573621600003,0.9082341938244842
10044,0.8465875536203384,0.4169087918439038,0.8722948641524162
10048,0.708190381526947,0.4556537311427562,0.8351446248301964
10058,0.4722183346748352,1.9575763483858093,0.5045414090113176
10059,0.3577210903167724,4.239204383553828,0.4530281777508513
10062,0.7779821008443832,0.438766961055167,0.8348528379883775
10066,0.7780947387218475,0.8375119151506184,0.8400261688548378
10073,0.8638777285814285,0.3112410099194269,0.8139596782034166
10075,0.4981512427330017,1.325012104410987,0.5211157591838689
10078,0.8227526396512985,1.0481605607462154,0.775657612549999
10100,0.4226863384246826,0.2326308440996842,0.5006316760897872
10108,0.6244047284126282,0.5117012195641956,0.6500162957641291
10110,0.5883532464504242,0.9225613899790244,0.5484066473762897
10112,0.4500681757926941,0.3918280576731811,0.3838006190431974
10117,0.8038538098335266,0.2615367911635271,0.6833610438614403
10120,0.622729480266571,0.3156999664224154,0.6649106416961181
10122,0.8724682331085205,0.1428204919427792,0.928953039064344
10126,0.7869607359170914,0.5638295461354761,0.7362833951379049
10133,0.8561339229345322,0.31133268010769,0.8847630633292513
10144,0.5114253461360931,0.2095808003441905,0.4961229737364988
10148,0.8536226451396942,0.5659970614151443,0.6982922618764034
10150,-0.0079877376556396,0.3686055336847823,0.4621916877040778
10176,0.8463107049465179,0.3259798044051504,0.6348145860932148
10177,0.8557839691638947,0.2620536170698559,0.6665262828698795
10184,0.5681517124176025,1.2097630866285527,0.306562624325885
10194,0.6471738219261169,0.1301645006470426,0.6808454777612324
10198,0.0028987526893615,0.3300752583215591,0.4926942878432593
10202,-0.0526857376098632,0.3002397691697235,0.3280961221328211
10204,0.6621659100055695,0.6666920155434601,0.4676402121215295
10205,0.8371806293725967,0.3008938739524145,0.5996532471901552
10209,0.8553212881088257,0.2651865931577908,0.5849527548424391
10211,0.8406464457511902,0.361309772747089,0.6233266793357093
10216,0.7188180983066559,0.1394889894950513,0.6507308866544399
10219,0.8254199773073196,0.1286914220205793,0.8411011001449914
10220,0.9047072604298592,0.0883573616491573,0.9338380310164612
10221,0.6277011334896088,0.41188370369845,0.4286026585258242
10223,0.6176675260066986,0.4644232057731317,0.4433204282996615
10231,0.8855505138635635,0.1472554511949964,0.7876443669403257
10232,0.6379084289073944,1.1412052612059065,0.7758721080041814
10240,0.8480430692434311,1.0229881406676498,0.8053870917028687
10246,0.880874328315258,0.6931970110704994,0.935873472183898
10264,0.660141795873642,1.294017170764137,0.7340848038075211
10266,0.813619464635849,1.0338631092264512,0.7827168056400842
10276,0.5154241323471069,1.540486098521752,0.538901697685733
10279,0.6778537929058075,1.8099337201075207,0.5090281448405785
10292,0.8455261141061783,2.021905031526568,0.8867049570324566
10301,0.8886683508753777,0.2804212280221763,0.77612970947754
