gauge_id,NSE
12554,0.13958975064676238
5746,0.6411929817915922
8376,-10.635297387275731
3159,0.6439272922779717
74438,-0.5144437073596657
84245,-0.49979322437693074
10015,-0.15081039637353566
78519,-8.345704060123534
3293,0.3985976987055272
49128,-0.05565630547436595
12244,0.1486506242602702
76461,0.03381999259624702
75296,-0.02005094154781295
12383,0.40112824967229743
75303,0.056455198085936464
3407,0.6269631786451701
70444,0.44352084260589797
49127,0.082404711133924
5597,0.45567252868297403
8091,-1.2998319618150895
4197,-4.6248478333624305
10549,-0.03355685124208385
4175,0.19837328393328635
76533,-3.755402352495005
7148,-0.18615152869056262
10205,0.45452803874436076
5211,0.4246678154943925
10369,0.1990906965059529
4160,0.32943490861727254
10411,0.5125467533213607
10184,0.5101155394209531
78011,-0.557259589151897
48056,0.0056705431091316205
78334,-1.9570547173548194
7152,-0.935528884110457
76685,0.5232213521092661
76270,0.3563340547322985
8162,0.07869185989153848
5555,0.3521785607148198
48021,0.08638929370672743
76500,-0.2257273032031779
9127,0.2530990629918143
10266,0.482450586846331
76486,-0.637296291748596
78021,-0.21294284325531954
82060,0.01661472052970292
75518,-0.5903476116329602
78165,-0.23550773839839567
4141,0.1004076436303365
70102,-0.05140698014343004
80405,-0.7842981986628441
72761,0.42742177229169753
7156,-0.7676541351683306
4181,0.27524250934302763
72753,0.12315407712701487
78163,-0.13679541892067348
75074,-0.09699233568493604
70509,0.45908167834083746
5552,0.44911934272281184
5611,-0.20437036236376538
6414,-0.566060669522167
5613,0.2691494333871225
75607,0.07687829243139654
48079,0.044800594982914554
76367,0.3903146868892463
75382,-0.11807930686105172
75280,0.33463331539960506
76652,-0.6206969981506134
10133,0.4902023682318871
9164,0.468381348366549
5148,0.4078246993288013
11357,-0.03691055473946614
19185,-0.3878618035379826
8403,0.24690475270300438
72004,-0.04453007090665784
76141,0.3688881887285802
77156,-0.07357033653711231
7015,0.5258198732421586
7080,0.24942685959202504
70339,0.4950370880040912
75658,-0.3571646553552865
2229,-0.3622512193533667
5736,0.21048690543944382
11502,0.4505630216703702
12498,0.32185173992738514
11622,0.6746057629785964
77166,-0.16050032006270065
6077,0.5117936832657575
5652,0.4310658168227399
76363,0.3803127987985322
2027,0.13652243226847793
7041,0.23490562658747927
7087,0.4629726863440309
83372,-0.0902231606841164
5208,0.2683157732893344
8339,-0.029687238036838703
10453,0.5273137360912139
12315,0.5002217202708401
75627,-0.39897600029968494
10122,-0.1393176920987227
5604,0.33263486634745243
72588,-0.13901882402341537
84213,-0.16256954492492603
76423,0.3899350184810957
75394,-0.493176389682185
10058,-0.13497601154711814
4145,0.27885665886983324
82039,-0.015726434645564114
3135,0.3374745924536807
72508,0.283538569942525
9345,0.04510463620580196
75491,-0.11634760161725644
3225,0.5971193645910049
72055,-0.09618955441125276
79051,0.13483070734715064
84449,-0.11196799602758922
3087,0.6875061694605573
6295,0.36596826194690524
48088,-0.337561750125277
10414,0.5190216816059495
49054,-2.0028929623726217
72610,-0.06406522730569852
48030,-0.03151993534403186
75643,-1.5950925566161307
3102,0.10083499987156086
11639,0.1612431719919084
49114,0.11846327252852018
3059,-1.6317315197707103
9215,0.38198583069373204
9370,0.25698913090026865
76008,0.66740034265875
76489,-0.005254540410472686
70566,0.20554420839327248
4102,0.3639761288946217
10632,-0.020676846964224005
78504,-0.11903544135654531
72731,0.1556094538059335
78503,-0.2404337617189738
48099,0.3661413051105671
72162,0.33969604512756746
75225,-0.2921226040277032
19111,-0.4101102378275492
6259,0.42858435362515446
78393,-2.5172677600014626
77115,-0.15171317836094933
3234,0.13649226277460869
12061,0.045210143624127896
77250,-0.6907633034626361
10554,-0.13995627475208217
75367,-0.1798818066862431
8059,-7.115734896857971
9397,0.6352245090722501
75728,0.1025912885228113
75576,0.24558293990043933
19039,-0.18258377430390205
76284,0.34502512345310954
72285,0.18844411177873177
6562,-0.36290876285564044
72454,-0.327867388866268
76408,0.29522225615029707
3003,0.4156050616051379
19183,-0.09209171516723336
10202,0.008701567909127905
77260,-1.5531664812141228
75227,0.019267677047899556
70242,0.5590949839946198
70175,0.5901105299446128
10301,0.39280936777635544
10120,0.051608045775818345
12430,0.5149155986841489
9253,0.48221322990885296
84173,0.28592493922094697
72096,-0.6846150362581498
70617,0.5107432239180798
76520,-1.2619400912112768
84295,0.003030950123700582
78801,-1.5386659943952226
9053,-21.418758539920088
72179,-0.381577915761671
76321,-0.010482721396557482
3603,0.20533893678672432
72191,-8.31423654263309
10204,0.41989762077392645
72748,-0.11380768844361833
4226,-0.10785398665430179
75727,0.04756949311162262
76325,0.6105519234069889
77801,-0.5806890288579385
76256,0.4308786221688816
8254,-0.05545216149975474
75751,0.013959167257434735
3008,0.10738969925116937
49047,-0.09950542939064122
1151,0.42210644514189044
72569,0.3184515048410531
80197,-0.4537268668303598
80148,-0.33261972442149945
5358,0.6933258630809531
9385,0.5325624133755051
10198,-0.11035891744323822
76650,0.35052499833814044
2026,-0.16796528467050065
19197,-0.9020780862640034
10323,0.27089070465870935
7039,-0.4487266184411607
2103,-1.973936829614908
77409,-1.1691952409675448
6443,0.017243463172248785
76490,-0.10058603081182849
76518,-1.8091551614200965
72623,0.3250028339803961
75208,0.4611340306771067
79261,0.18067939364420194
72007,0.042563586925543406
72076,0.2752571381971535
2115,0.05298458607416601
84400,-0.7057365050704987
72481,0.38845973457153704
9264,0.3636197881506664
10400,0.4292047158610828
77201,-0.05814819500188362
10060,-0.024148534681507572
10584,-0.22455779202258053
72603,0.29028833514317776
75361,-1.0620123916538833
12014,-0.5668300933585535
3315,-1.5477303426109223
5759,0.4840418121179557
78277,-1.9547269613754001
11524,-0.21861621463666192
78515,-0.14317511717082976
11412,0.5032141593683856
8249,0.37494252796282823
84243,0.7699295867500644
71086,0.4317184915920449
10701,0.10996813203606992
77124,0.1832044938007774
4179,0.2877941523751256
8256,0.4945440808359054
75749,-0.1416120921271704
4027,-1.62239739451242
19159,0.3854086932054962
70512,0.442562034711797
72110,0.1925467135996184
11415,0.19933376723725127
3310,0.6428569926802382
11487,0.5655240661485758
9372,0.5774705441488306
9344,-0.10574249228056432
9166,0.46298661260501395
12476,0.42058219686512666
80424,-0.14017167082219095
80160,-0.4647659571012259
4105,0.32882381317526754
76180,0.8142392018455422
70118,0.464301259057998
5122,0.41151616627479004
75202,0.11326200943514853
78231,-0.09079112530507638
75273,0.15674059539167928
7036,-1.0543270196571868
10177,0.34319281484763076
84019,-6.666327992670906
12202,-0.5487272315110365
7053,0.7745954024675226
3068,-0.590869342510759
80172,-0.28881126014650493
10292,0.21536231358730107
76661,0.36466056503424105
7051,0.5684039518707038
70601,0.43368557786843265
84398,0.04099083976066564
10073,0.2375574930967771
7022,0.2665187424510568
76701,0.40592536055141615
3079,0.4117244912090421
19170,0.6540874942890985
78590,-5.098446772670148
2010,-0.6107967583059124
70284,0.5008727363878749
8296,0.2644499305101895
10511,0.3610869812864379
3076,0.2519484757882565
6491,0.6407969819840127
9116,0.45386170056722386
10595,0.04448867819482705
5280,0.4191360177385376
80230,-0.1442070130137656
4159,0.32483567834572225
8095,0.5302697578004695
77292,-0.8827305813705595
9115,0.5494534858963912
70248,0.5879888971046471
10570,0.09726562603563671
48006,-0.47992147331836765
4034,0.26562757077654553
19008,-0.13819141202134677
10232,0.5280225979285328
10042,0.3767578988341872
70499,0.25580480021047447
7011,0.6608095195120034
4033,0.0422599449470521
72144,0.06786099376006827
72008,-0.560373168043877
84448,-1.4095023235087392
10144,-0.10601402296015405
12417,0.7039937550787208
11637,-0.8024458597064448
19154,0.29579374232534195
75674,0.29190118498648643
78343,-19.972181678674108
70583,0.35150610587631126
10315,0.5846397398240106
9331,-0.051288017859415946
76217,0.6845098285793326
75297,-0.06289118414083039
76275,0.5998871084331745
10404,0.0004307593543445565
8364,0.7465990823478689
77327,-0.538790085954933
76421,0.29846928558706787
11556,0.29060623119222995
77210,-2.6868507311281284
8306,0.3638632614646179
75710,0.1622433928655338
49123,-0.25478747086737785
10392,-0.016991570262627542
76253,0.08769065833720235
70559,0.5180046981018305
75780,0.26298855616034755
7012,0.3075836213810996
8334,0.2015870065113322
70129,0.0007004325045532056
84185,-1.6654203102819864
7047,0.747964221214352
6549,0.40009359334755146
3220,0.45439715345578247
1534,0.19047560314304612
11337,0.48184055143774096
76318,0.2723499508516257
83266,-0.2260023627464025
70212,0.5763004635981854
9355,-0.2418754534912375
78055,-0.5185874828399537
72450,-0.9247520858675491
10460,0.5942603209004423
76360,0.32889072571208644
5403,0.4456982753179767
8172,0.3911863584006823
3083,0.41695360554223004
6065,0.4856773384624513
12010,-0.6794047323665087
10219,-0.03938081058267784
2164,0.29595432781977415
1801,0.07548365263840429
75520,-0.101620411184137
75291,0.3709026389368931
75203,0.3813222881241122
83318,0.35959881803463545
11676,0.325826570241577
6134,0.46160435019902
76519,-0.5849472819169086
10343,-0.5926186503901867
71185,0.3283384041901588
7171,-0.18090738409970997
3669,0.2393075230191397
5733,0.44226089457559625
8321,0.3324855402200657
9092,-0.10447520732102755
8013,-3.1725259671264254
10126,0.7054511407993507
9290,0.5341889003244773
71146,0.45553646979938167
19118,0.12437114354093426
5287,0.5443394895968162
9309,0.5745979739271629
9341,0.0031460814369250745
78141,-0.1955413278526379
3178,0.466677032249458
72102,-0.04987544583343961
12125,-0.37005657460089014
19135,-0.3674211754214649
6473,0.15152733752438607
10279,0.4563022270328042
2152,-0.08921413726094851
80174,-0.07108091817463458
5580,0.29080902426079747
75079,0.235300348305309
9217,0.3653428528490942
8161,0.2504570874377777
77130,-0.08044104865048785
3085,0.5753147087458627
9189,0.05904295558508643
48058,-0.02159193786176017
11368,0.508500670964241
80592,-0.42437529450364364
10468,0.26074086118476436
10328,0.3006089266753359
